<>Date,Time,Point_1,Point_2,Point_3,Point_4,Point_5,Point_6,Point_7,Point_8,Point_9,Point_10,Point_11,Point_12,Point_13,Point_14,Point_15,Point_16,Point_17,Point_18,Point_19,Point_20,Point_21,Point_22,Point_23,Point_24,Point_25,Point_26,Point_27,Point_28,Point_29,Point_30,Point_31,Point_32,Point_33,Point_34,Point_35,Point_36,Point_37,Point_38,Point_39,Point_40,Point_41,Point_42,Point_43,Point_44,Point_45,Point_46,Point_47,Point_48,Point_49,Point_50,Point_51,Point_52
1/1/2022,0:00:00,39.82,69.89,64.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.42,No Data,0,0,0,0,0,0,0,0
1/1/2022,1:00:00,39.97,70.51,65.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.64,No Data,0,0,0,0,0,0,0,0
1/1/2022,2:00:00,39.94,71.06,66.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.89,No Data,0,0,0,0,0,0,0,0
1/1/2022,3:00:00,40.57,71.47,67.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.03,No Data,0,0,0,0,0,0,0,0
1/1/2022,4:00:00,39.99,71.86,67.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.25,No Data,0,0,0,0,0,0,0,0
1/1/2022,5:00:00,40.31,72.18,68.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.39,No Data,0,0,0,0,0,0,0,0
1/1/2022,6:00:00,39.84,72.52,68.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.57,No Data,0,0,0,0,0,0,0,0
1/1/2022,7:00:00,39.08,72.77,69.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.79,No Data,0,0,0,0,0,0,0,0
1/1/2022,8:00:00,37.07,58.32,66.47,0,0,0,0,0,0,0,0,0,0,0,0,93.48,93.48,0,0,35,15.3,0,0,0,0,0,100,0,100,42,0,44.8,100,100,0,0,0,43.05,0,13.7,0,13.7,57.85,No Data,0,0,0,0,0,0,0,0
1/1/2022,9:00:00,37.36,50.72,55.04,0,0,0,0,0,0,0,0,0,0,0,0,52.59,52.59,0,0,35,2.7,2.7,0,0,0,0,99.99,0,99.99,43,0,44.7,100,100,0,0,0,46.24,0,16.9,0,17.1,46.69,No Data,0,0,0,0,0,0,0,0
1/1/2022,10:00:00,38.12,49.26,52.95,0,0,0,0,0,0,0,0,0,0,0,0,52.51,52.51,0,0,35,2.6,2.7,0,0,0,0,88.88,0,88.88,30,0,32.3,100,100,0,0,0,45.18,0,16.1,0,16.1,45.03,No Data,0,0,0,0,0,0,0,0
1/1/2022,11:00:00,37.91,51.88,57.13,0,0,0,0,0,0,0,0,0,0,0,0,61.23,61.23,0,0,35,4.4,4.1,0,0,0,0,100,0,100,42,0,45.1,100,100,0,0,0,48.7,0,20.5,0,20.5,48.02,No Data,0,0,0,0,0,0,0,0
1/1/2022,12:00:00,37.11,51.55,56.98,0,0,0,0,0,0,0,0,0,0,0,0,61.23,61.23,0,0,35,4.4,4.2,0,0,0,0,100,0,100,42,0,44.9,100,100,0,0,0,48.51,0,19.7,0,19.7,47.8,No Data,0,0,0,0,0,0,0,0
1/1/2022,13:00:00,36.79,50.65,56.1,0,0,0,0,0,0,0,0,0,0,0,0,61.23,61.23,0,0,35,4.4,4.2,0,0,0,0,99.99,0,99.99,42,0,44.9,100,100,0,0,0,47.78,0,19,0,19,46.9,No Data,0,0,0,0,0,0,0,0
1/1/2022,14:00:00,36.91,50.43,55.74,0,0,0,0,0,0,0,0,0,0,0,0,61.2,61.21,0,0,35,4.4,4.2,0,0,0,0,94.49,0,94.49,36,0,38.2,100,100,0,0,0,48.22,0,19.5,0,19.5,46.4,No Data,0,0,0,0,0,0,0,0
1/1/2022,15:00:00,36.18,50.34,55.63,0,0,0,0,0,0,0,0,0,0,0,0,61.16,61.16,0,0,35,4.4,4.1,0,0,0,0,82.97,0,82.97,25,0,26.2,100,100,0,0,0,47.75,0,18.5,0,18.5,46.36,No Data,0,0,0,0,0,0,0,0
1/1/2022,16:00:00,35.3,50.27,55.63,0,0,0,0,0,0,0,0,0,0,0,0,61.18,61.18,0,0,35,4.4,4.1,0,0,0,0,78.15,0,78.15,21,0,22.4,100,100,0,0,0,47.87,0,19.1,0,19.1,46.4,No Data,0,0,0,0,0,0,0,0
1/1/2022,17:00:00,34.6,50.42,55.76,0,0,0,0,0,0,0,0,0,0,0,0,61.26,61.26,0,0,35,4.4,4.2,0,0,0,0,74.51,0,74.51,18,0,19.2,100,100,0,0,0,47.81,0,18.8,0,18.8,46.62,No Data,0,0,0,0,0,0,0,0
1/1/2022,18:00:00,34,50.37,55.58,0,0,0,0,0,0,0,0,0,0,0,0,61.16,61.16,0,0,35,4.4,4.1,0,0,0,0,69.1,0,69.1,15,0,15.7,100,100,0,0,0,48.13,0,19.4,0,19.4,46.4,No Data,0,0,0,0,0,0,0,0
1/1/2022,19:00:00,33.12,54.88,54.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.25,No Data,0,0,0,0,0,0,0,0
1/1/2022,20:00:00,30.97,58.22,54.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.82,No Data,0,0,0,0,0,0,0,0
1/1/2022,21:00:00,29.62,61.12,54.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.06,No Data,0,0,0,0,0,0,0,0
1/1/2022,22:00:00,28.43,62.74,55.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.53,No Data,0,0,0,0,0,0,0,0
1/1/2022,23:00:00,27.08,64.22,57.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.42,No Data,0,0,0,0,0,0,0,0
1/2/2022,0:00:00,26.61,65.22,58.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.68,No Data,0,0,0,0,0,0,0,0
1/2/2022,1:00:00,25.75,66.21,60.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.86,No Data,0,0,0,0,0,0,0,0
1/2/2022,2:00:00,26.33,67.07,61.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.04,No Data,0,0,0,0,0,0,0,0
1/2/2022,3:00:00,26.24,67.79,62.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.18,No Data,0,0,0,0,0,0,0,0
1/2/2022,4:00:00,24.63,68.34,63.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.32,No Data,0,0,0,0,0,0,0,0
1/2/2022,5:00:00,23.71,68.86,63.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.43,No Data,0,0,0,0,0,0,0,0
1/2/2022,6:00:00,21.9,69.36,64.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.5,No Data,0,0,0,0,0,0,0,0
1/2/2022,7:00:00,20.4,69.76,65.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.72,No Data,0,0,0,0,0,0,0,0
1/2/2022,8:00:00,19.21,70.07,65.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.9,No Data,0,0,0,0,0,0,0,0
1/2/2022,9:00:00,17.91,70.46,66.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.08,No Data,0,0,0,0,0,0,0,0
1/2/2022,10:00:00,17.26,53.38,58.89,0,0,0,0,0,0,0,0,0,0,0,0,0,46.71,46.72,0,35,0,1.8,1.9,0,0,0,0,92.46,92.46,0,17,33.6,0,100,100,0,0,0,49.13,0,21.7,21.7,46.76,No Data,0,0,0,0,0,0,0,0
1/2/2022,11:00:00,18.09,51.54,56.05,0,0,0,0,0,0,0,0,0,0,0,0,0,46.66,46.66,0,35,0,1.8,1.9,0,0,0,0,0,67.96,0,0,13.5,0,100,100,0,0,0,45,0,16.3,16.3,45.79,No Data,0,0,0,0,0,0,0,0
1/2/2022,12:00:00,18.31,51.08,56.66,0,0,0,0,0,0,0,0,0,0,0,0,0,46.79,46.8,0,35,0,1.8,2,0,0,0,0,87.68,87.68,0,14,30.4,0,100,100,0,0,0,45.05,0,16.1,16.1,47.59,No Data,0,0,0,0,0,0,0,0
1/2/2022,13:00:00,20.35,51.64,55.9,0,0,0,0,0,0,0,0,0,0,0,0,0,46.81,46.81,0,35,0,1.8,1.9,0,0,0,0,56.67,56.67,0,4,8.3,0,100,100,0,0,0,44.9,0,15.9,15.9,46.18,No Data,0,0,0,0,0,0,0,0
1/2/2022,14:00:00,20.98,52.16,56.7,0,0,0,0,0,0,0,0,0,0,0,0,0,46.76,46.76,0,35,0,1.9,2,0,0,0,0,0,100,0,0,38,0,100,100,0,0,0,45.58,0,17.1,17.1,46.69,No Data,0,0,0,0,0,0,0,0
1/2/2022,15:00:00,21.24,51.87,57.31,0,0,0,0,0,0,0,0,0,0,0,0,0,46.81,46.81,0,35,0,1.9,1.9,0,0,0,0,94.92,94.92,0,18,37.6,0,100,100,0,0,0,45.56,0,16.8,16.8,47.88,No Data,0,0,0,0,0,0,0,0
1/2/2022,16:00:00,21.07,51.66,56.21,0,0,0,0,0,0,0,0,0,0,0,0,0,46.71,46.71,0,35,0,1.9,1.9,0,0,0,0,63.6,63.6,0,6,11.6,0,100,100,0,0,0,45.28,0,16.5,16.5,46,No Data,0,0,0,0,0,0,0,0
1/2/2022,17:00:00,20.38,52.29,56.79,0,0,0,0,0,0,0,0,0,0,0,0,0,46.7,46.7,0,35,0,1.9,1.9,0,0,0,0,0,92,0,0,31.7,0,100,100,0,0,0,45.9,0,17.3,17.3,46.69,No Data,0,0,0,0,0,0,0,0
1/2/2022,18:00:00,20.13,52.34,57.83,0,0,0,0,0,0,0,0,0,0,0,0,0,46.76,46.76,0,35,0,1.9,2,0,0,0,0,95.81,95.81,0,18,38.9,0,100,100,0,0,0,46.44,0,18,18,49.1,No Data,0,0,0,0,0,0,0,0
1/2/2022,19:00:00,18.53,51.31,55.81,0,0,0,0,0,0,0,0,0,0,0,0,0,46.72,46.72,0,35,0,1.8,2,0,0,0,0,63.53,63.53,0,5,11.4,0,100,100,0,0,0,45.27,0,16.4,16.4,45.75,No Data,0,0,0,0,0,0,0,0
1/2/2022,20:00:00,16.92,52.04,55.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.3,0,35,0,0,2.1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,46.47,No Data,0,0,0,0,0,0,0,0
1/2/2022,21:00:00,15.55,57.28,56.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.72,No Data,0,0,0,0,0,0,0,0
1/2/2022,22:00:00,14.13,60.59,56.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.21,No Data,0,0,0,0,0,0,0,0
1/2/2022,23:00:00,13.62,61.99,56.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.52,No Data,0,0,0,0,0,0,0,0
1/3/2022,0:00:00,12.82,63.36,57.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.96,No Data,0,0,0,0,0,0,0,0
1/3/2022,1:00:00,12.26,64.47,58.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.06,No Data,0,0,0,0,0,0,0,0
1/3/2022,2:00:00,11.6,65.48,59.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.32,No Data,0,0,0,0,0,0,0,0
1/3/2022,3:00:00,10.8,66.23,60.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.5,No Data,0,0,0,0,0,0,0,0
1/3/2022,4:00:00,9.6,66.86,61.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.78,No Data,0,0,0,0,0,0,0,0
1/3/2022,5:00:00,9.14,67.45,62.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.93,No Data,0,0,0,0,0,0,0,0
1/3/2022,6:00:00,8.77,67.97,63.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.07,No Data,0,0,0,0,0,0,0,0
1/3/2022,7:00:00,8.18,68.42,64.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.32,No Data,0,0,0,0,0,0,0,0
1/3/2022,8:00:00,7.36,52.16,58.75,0,0,0,0,0,0,0,0,0,0,0,0,49.46,0,49.46,0,35,2.2,0,2.3,0,0,0,99.81,99.81,0,4,19,0,100,0,100,0,0,38.09,0,9.5,0,9.5,49.75,No Data,0,0,0,0,0,0,0,0
1/3/2022,9:00:00,8.27,49.72,54.36,0,0,0,0,0,0,0,0,0,0,0,0,47.67,0,47.67,0,35,2,0,2.1,0,0,0,82.13,82.13,0,25,2,0,100,0,100,0,0,44.53,0,15.1,0,15.1,44.74,No Data,0,0,0,0,0,0,0,0
1/3/2022,10:00:00,10.51,50.86,54,0,0,0,0,0,0,0,0,0,0,0,0,47.68,0,47.68,0,35,2,0,2.1,0,0,0,48.18,48.18,0,1,0,0,99.36,0,99.36,0,0,44.25,0,14.8,0,14.8,45.82,No Data,0,0,0,0,0,0,0,0
1/3/2022,11:00:00,12.9,49.97,54.43,0,0,0,0,0,0,0,0,0,0,0,0,47.66,0,47.68,0,35,2,0,2.1,0,0,0,62.05,62.05,0,10,5,0,100,0,100,0,0,45.05,0,15.7,0,15.7,44.67,No Data,0,0,0,0,0,0,0,0
1/3/2022,12:00:00,15.72,51.98,55.13,0,0,0,0,0,0,0,0,0,0,0,0,47.73,0,47.73,0,35,2,0,2.1,0,0,0,0,100,0,0,18,0,100,0,100,0,0,45,0,15.6,0,15.6,47.19,No Data,0,0,0,0,0,0,0,0
1/3/2022,13:00:00,17.89,50.37,55.24,0,0,0,0,0,0,0,0,0,0,0,0,47.59,0,47.59,0,35,2,0,2.1,0,0,0,73.89,73.89,0,18,8,0,100,0,100,0,0,45.64,0,16.5,0,16.5,44.67,No Data,0,0,0,0,0,0,0,0
1/3/2022,14:00:00,21.78,51.24,55.27,0,0,0,0,0,0,0,0,0,0,0,0,47.65,0,47.65,0,35,2,0,2.1,0,0,0,61.32,61.32,0,10,5,0,100,0,100,0,0,45.48,0,16,0,16,46.11,No Data,0,0,0,0,0,0,0,0
1/3/2022,15:00:00,21.07,52.31,56.64,0,0,0,0,0,0,0,0,0,0,0,0,47.71,0,47.71,0,35,2,0,2.1,0,0,0,0,100,0,0,19,0,100,0,100,0,0,46.53,0,17.5,0,17.5,46.98,No Data,0,0,0,0,0,0,0,0
1/3/2022,16:00:00,21.83,52.16,57.36,0,0,0,0,0,0,0,0,0,0,0,0,47.73,0,47.73,0,35,2,0,2.1,0,0,0,98.53,98.53,0,39,20,0,100,0,100,0,0,46.8,0,17.8,0,17.8,47.7,No Data,0,0,0,0,0,0,0,0
1/3/2022,17:00:00,20.38,51.26,55.89,0,0,0,0,0,0,0,0,0,0,0,0,47.67,0,47.67,0,35,2,0,2.1,0,0,0,76.51,76.51,0,19,9,0,100,0,100,0,0,46.15,0,16.7,0,16.7,45.9,No Data,0,0,0,0,0,0,0,0
1/3/2022,18:00:00,20.03,51.77,56.37,0,0,0,0,0,0,0,0,0,0,0,0,47.71,0,47.72,0,35,2,0,2.1,0,0,0,0,86.28,0,0,12,0,100,0,100,0,0,46.49,0,17.5,0,17.5,46.33,No Data,0,0,0,0,0,0,0,0
1/3/2022,19:00:00,20.02,51.26,56.41,0,0,0,0,0,0,0,0,0,0,0,0,47.68,0,47.66,0,35,2,0,2.1,0,0,0,95.87,95.87,0,36,19,0,100,0,100,0,0,45.84,0,16.6,0,16.6,46.83,No Data,0,0,0,0,0,0,0,0
1/3/2022,20:00:00,19.47,51.52,55.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,No Data,0,0,0,0,0,0,0,0
1/3/2022,21:00:00,19.81,57.62,54.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.91,No Data,0,0,0,0,0,0,0,0
1/3/2022,22:00:00,20.44,61.87,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.78,No Data,0,0,0,0,0,0,0,0
1/3/2022,23:00:00,20.4,64.42,56.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.96,No Data,0,0,0,0,0,0,0,0
1/4/2022,0:00:00,20.5,65.92,58.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.06,No Data,0,0,0,0,0,0,0,0
1/4/2022,1:00:00,19.68,66.45,59.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.39,No Data,0,0,0,0,0,0,0,0
1/4/2022,2:00:00,21.8,67.24,61.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.5,No Data,0,0,0,0,0,0,0,0
1/4/2022,3:00:00,23.21,67.9,62.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.6,No Data,0,0,0,0,0,0,0,0
1/4/2022,4:00:00,23.08,68.48,63.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.86,No Data,0,0,0,0,0,0,0,0
1/4/2022,5:00:00,23.4,68.9,63.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.04,No Data,0,0,0,0,0,0,0,0
1/4/2022,6:00:00,23.04,69.35,64.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.22,No Data,0,0,0,0,0,0,0,0
1/4/2022,7:00:00,22.83,69.74,65.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.29,No Data,0,0,0,0,0,0,0,0
1/4/2022,8:00:00,22.57,70.1,65.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.4,No Data,0,0,0,0,0,0,0,0
1/4/2022,9:00:00,22.89,54.64,60.04,0,0,0,0,0,0,0,0,0,0,0,0,0,52.95,52.95,0,35,0,2.7,2.8,0,0,0,0,100,100,0,20,42.3,0,100,100,0,0,0,48.24,0,20.6,20.6,50.58,No Data,0,0,0,0,0,0,0,0
1/4/2022,10:00:00,25.64,50.84,55.62,0,0,0,0,0,0,0,0,0,0,0,0,0,52.66,52.66,0,35,0,2.6,2.7,0,0,0,0,100,100,0,20,41.1,0,100,100,0,0,0,44.98,0,16.3,16.3,46.62,No Data,0,0,0,0,0,0,0,0
1/4/2022,11:00:00,27.21,50.18,55,0,0,0,0,0,0,0,0,0,0,0,0,0,52.62,52.62,0,35,0,2.7,2.8,0,0,0,0,90.21,90.21,0,15,31.2,0,100,100,0,0,0,44.2,0,15.2,15.2,45.79,No Data,0,0,0,0,0,0,0,0
1/4/2022,12:00:00,30.54,50.57,55,0,0,0,0,0,0,0,0,0,0,0,0,0,52.67,52.67,0,35,0,2.7,2.7,0,0,0,0,0,88.29,0,0,29.6,0,100,100,0,0,0,44.35,0,15.5,15.5,45.9,No Data,0,0,0,0,0,0,0,0
1/4/2022,13:00:00,34.25,49.85,54.93,0,0,0,0,0,0,0,0,0,0,0,0,0,52.63,52.63,0,35,0,2.7,2.7,0,0,0,0,75.61,75.61,0,9,20.5,0,100,100,0,0,0,44.8,0,16.1,16.1,45.03,No Data,0,0,0,0,0,0,0,0
1/4/2022,14:00:00,36.25,50.66,55.15,0,0,0,0,0,0,0,0,0,0,0,0,0,52.66,52.66,0,35,0,2.7,2.7,0,0,0,0,71.98,71.98,0,9,18,0,100,100,0,0,0,44.25,0,15.5,15.5,46.22,No Data,0,0,0,0,0,0,0,0
1/4/2022,15:00:00,37.23,50.66,55.4,0,0,0,0,0,0,0,0,0,0,0,0,0,52.64,52.64,0,35,0,2.7,2.7,0,0,0,0,80.48,80.48,0,12,24.4,0,100,100,0,0,0,44.92,0,16.1,16.1,46.11,No Data,0,0,0,0,0,0,0,0
1/4/2022,16:00:00,36.17,50.64,55.51,0,0,0,0,0,0,0,0,0,0,0,0,0,52.65,52.65,0,35,0,2.7,2.7,0,0,0,0,81.03,81.03,0,11,25,0,100,100,0,0,0,45.27,0,16.4,16.4,46.08,No Data,0,0,0,0,0,0,0,0
1/4/2022,17:00:00,34.14,50.49,55.29,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,52.71,0,35,0,2.7,2.7,0,0,0,0,77.29,77.29,0,11,22.1,0,100,100,0,0,0,44.77,0,16,16,46.04,No Data,0,0,0,0,0,0,0,0
1/4/2022,18:00:00,33.41,50.48,55.18,0,0,0,0,0,0,0,0,0,0,0,0,0,52.66,52.66,0,35,0,2.7,2.7,0,0,0,0,68.69,68.69,0,7,15.5,0,100,100,0,0,0,44.84,0,16.1,16.1,45.82,No Data,0,0,0,0,0,0,0,0
1/4/2022,19:00:00,33.15,50.24,54.86,0,0,0,0,0,0,0,0,0,0,0,0,0,52.71,52.71,0,35,0,2.7,2.7,0,0,0,0,66.01,66.01,0,7,14,0,100,100,0,0,0,44.75,0,16,16,45.79,No Data,0,0,0,0,0,0,0,0
1/4/2022,20:00:00,32.55,50.98,54.57,0,0,0,0,0,0,0,0,0,0,0,0,0,56.76,0,0,35,0,3.4,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,45.1,No Data,0,0,0,0,0,0,0,0
1/4/2022,21:00:00,32.59,57.22,55.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.26,No Data,0,0,0,0,0,0,0,0
1/4/2022,22:00:00,33.27,62.14,55.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.52,No Data,0,0,0,0,0,0,0,0
1/4/2022,23:00:00,33.38,64.84,56.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.09,No Data,0,0,0,0,0,0,0,0
1/5/2022,0:00:00,33.5,66.46,58.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.49,No Data,0,0,0,0,0,0,0,0
1/5/2022,1:00:00,34,67.09,60.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.52,No Data,0,0,0,0,0,0,0,0
1/5/2022,2:00:00,33.99,67.94,61.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.67,No Data,0,0,0,0,0,0,0,0
1/5/2022,3:00:00,34.71,68.66,62.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.92,No Data,0,0,0,0,0,0,0,0
1/5/2022,4:00:00,34.87,69.31,63.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.21,No Data,0,0,0,0,0,0,0,0
1/5/2022,5:00:00,35.52,69.87,64.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.35,No Data,0,0,0,0,0,0,0,0
