Key            Name:Suffix                                Trend Definitions Used
Point_1:	CP2.CHOAT		15 minutes
Point_2:	CCHWST		15 minutes
Point_3:	CCHWRT		15 minutes
Point_4:	CP2.CH1.M5		15 minutes
Point_5:	CP2.CH2.M10		15 minutes
Point_6:	CP2.CHWP1		15 minutes
Point_7:	CP2.CHWP2		15 minutes
Point_8:	CP2.CHWP3		15 minutes
Point_9:	CDWST		15 minutes
Point_10:	CDWRT		15 minutes
Point_11:	SQ1.CP2.CDWST.STPT		15 minutes
Point_12:	SQ1.CP2.CT2.SPD		15 minutes
Point_13:	SQ1.CP2.CT1.SPD		15 minutes
Point_14:	CP2.CNDP1		15 minutes
Point_15:	CP2.CNDP2		15 minutes
Point_16:	CP2.CNDP3		15 minutes
Time Interval:	1 Hours
Date Range:	1/1/2022 00:00:00 - 8/18/2022 23:59:59
Report Timings:	All Hours

<>Date	Time	Point_1	Point_2	Point_3	Point_4	Point_5	Point_6	Point_7	Point_8	Point_9	Point_10	Point_11	Point_12	Point_13	Point_14	Point_15	Point_16
5/14/2022	13:00:00	76.32	47.37	52.80	ON	OFF	ON	OFF	OFF	77.6	84.36	78.0	39.0	39.0	ON	OFF	OFF
5/14/2022	14:00:00	78.38	47.31	52.84	ON	OFF	ON	OFF	OFF	78.5	85.65	78.0	44.9	44.9	ON	OFF	OFF
5/14/2022	15:00:00	79.38	47.28	52.84	ON	OFF	ON	OFF	OFF	77.2	82.49	78.0	39.4	39.4	ON	OFF	OFF
5/14/2022	16:00:00	80.43	47.30	53.20	ON	OFF	ON	OFF	OFF	77.7	85.12	78.0	44.4	44.4	ON	OFF	OFF
5/14/2022	17:00:00	79.39	47.19	52.95	ON	OFF	ON	OFF	OFF	77.2	82.82	78.0	43.2	43.2	ON	OFF	OFF
5/14/2022	18:00:00	70.31	47.10	52.61	ON	OFF	ON	OFF	OFF	77.8	84.70	78.0	39.5	39.5	ON	OFF	OFF
5/14/2022	19:00:00	69.30	47.33	52.82	ON	OFF	ON	OFF	OFF	78.0	84.93	78.0	41.3	41.3	ON	OFF	OFF
5/14/2022	20:00:00	70.30	55.65	55.70	OFF	OFF	OFF	OFF	OFF	74.8	76.41	78.0	20.0	20.0	OFF	OFF	OFF
5/14/2022	21:00:00	71.30	55.47	55.88	OFF	OFF	OFF	OFF	OFF	74.9	77.49	78.0	20.0	20.0	OFF	OFF	OFF
5/14/2022	22:00:00	70.30	56.49	56.75	OFF	OFF	OFF	OFF	OFF	74.9	77.87	78.0	20.0	20.0	OFF	OFF	OFF
5/14/2022	23:00:00	69.28	57.59	58.29	OFF	OFF	OFF	OFF	OFF	75.0	78.14	78.0	20.0	20.0	OFF	OFF	OFF
5/15/2022	00:00:00	69.28	58.67	60.18	OFF	OFF	OFF	OFF	OFF	74.9	78.36	78.0	20.0	20.0	OFF	OFF	OFF
5/15/2022	01:00:00	68.28	59.84	62.04	OFF	OFF	OFF	OFF	OFF	74.9	78.54	78.0	20.0	20.0	OFF	OFF	OFF
5/15/2022	02:00:00	66.25	61.08	63.71	OFF	OFF	OFF	OFF	OFF	74.8	78.67	78.0	20.0	20.0	OFF	OFF	OFF
5/15/2022	03:00:00	64.25	62.43	65.12	OFF	OFF	OFF	OFF	OFF	74.6	78.78	78.0	20.0	20.0	OFF	OFF	OFF
5/15/2022	04:00:00	63.26	63.71	66.30	OFF	OFF	OFF	OFF	OFF	74.4	78.86	78.0	20.0	20.0	OFF	OFF	OFF
5/15/2022	05:00:00	63.26	64.86	67.35	OFF	OFF	OFF	OFF	OFF	74.2	78.97	78.0	20.0	20.0	OFF	OFF	OFF
5/15/2022	06:00:00	63.26	65.94	68.28	OFF	OFF	OFF	OFF	OFF	74.0	79.06	78.0	20.0	20.0	OFF	OFF	OFF
5/15/2022	07:00:00	63.26	66.88	69.08	OFF	OFF	OFF	OFF	OFF	73.8	79.14	78.0	20.0	20.0	OFF	OFF	OFF
5/15/2022	08:00:00	67.32	67.69	69.76	OFF	OFF	OFF	OFF	OFF	73.7	79.22	78.0	20.0	20.0	OFF	OFF	OFF
5/15/2022	09:00:00	70.34	68.46	70.37	OFF	OFF	OFF	OFF	OFF	73.6	79.32	78.0	20.0	20.0	OFF	OFF	OFF
5/15/2022	10:00:00	74.07	58.20	65.91	OFF	ON	OFF	ON	OFF	78.5	87.07	78.0	44.0	44.0	OFF	ON	OFF
5/15/2022	11:00:00	75.08	47.24	53.25	OFF	ON	OFF	ON	OFF	77.4	83.17	78.0	40.7	40.7	OFF	ON	OFF
5/15/2022	12:00:00	79.16	47.75	53.42	OFF	ON	OFF	ON	OFF	78.2	84.90	78.0	45.0	45.0	OFF	ON	OFF
5/15/2022	13:00:00	80.16	47.49	53.25	OFF	ON	OFF	ON	OFF	78.2	84.95	78.0	42.9	42.9	OFF	ON	OFF
5/15/2022	14:00:00	82.17	47.55	53.40	OFF	ON	OFF	ON	OFF	77.6	84.71	78.0	47.3	47.3	OFF	ON	OFF
5/15/2022	15:00:00	83.21	46.88	52.82	OFF	ON	OFF	ON	OFF	77.4	84.57	78.0	42.9	42.9	OFF	ON	OFF
5/15/2022	16:00:00	86.25	47.75	53.56	OFF	ON	OFF	ON	OFF	77.6	84.89	78.0	42.6	42.6	OFF	ON	OFF
5/15/2022	17:00:00	86.26	47.37	53.34	OFF	ON	OFF	ON	OFF	78.0	85.66	78.0	46.2	46.2	OFF	ON	OFF
5/15/2022	18:00:00	86.26	47.30	53.16	OFF	ON	OFF	ON	OFF	77.8	84.80	78.0	43.5	43.5	OFF	ON	OFF
5/15/2022	19:00:00	84.23	55.65	55.85	OFF	ON	OFF	OFF	OFF	78.5	80.12	78.0	20.0	20.0	OFF	OFF	OFF
5/15/2022	20:00:00	83.23	55.97	56.06	OFF	ON	OFF	OFF	OFF	78.7	81.93	78.0	20.0	20.0	OFF	OFF	OFF
5/15/2022	21:00:00	81.23	57.12	57.29	OFF	ON	OFF	OFF	OFF	78.8	82.14	78.0	20.0	20.0	OFF	OFF	OFF
5/15/2022	22:00:00	78.18	58.08	59.03	OFF	ON	OFF	OFF	OFF	78.8	82.27	78.0	20.0	20.0	OFF	OFF	OFF
5/15/2022	23:00:00	74.16	59.14	61.16	OFF	ON	OFF	OFF	OFF	78.6	82.33	78.0	20.0	20.0	OFF	OFF	OFF
5/16/2022	00:00:00	73.16	60.45	63.10	OFF	ON	OFF	OFF	OFF	78.5	82.38	78.0	20.0	20.0	OFF	OFF	OFF
5/16/2022	01:00:00	72.13	61.98	64.83	OFF	ON	OFF	OFF	OFF	78.3	82.42	78.0	20.0	20.0	OFF	OFF	OFF
5/16/2022	02:00:00	71.13	63.46	66.32	OFF	ON	OFF	OFF	OFF	78.0	82.44	78.0	20.0	20.0	OFF	OFF	OFF
5/16/2022	03:00:00	66.12	64.81	67.58	OFF	ON	OFF	OFF	OFF	77.8	82.44	78.0	20.0	20.0	OFF	OFF	OFF
5/16/2022	04:00:00	66.12	66.02	68.66	OFF	ON	OFF	OFF	OFF	77.5	82.41	78.0	20.0	20.0	OFF	OFF	OFF
5/16/2022	05:00:00	63.08	67.11	69.60	OFF	ON	OFF	OFF	OFF	77.1	82.37	78.0	20.0	20.0	OFF	OFF	OFF
5/16/2022	06:00:00	60.05	68.05	70.35	OFF	ON	OFF	OFF	OFF	76.7	82.30	78.0	20.0	20.0	OFF	OFF	OFF
5/16/2022	07:00:00	58.02	68.88	71.00	OFF	ON	OFF	OFF	OFF	76.2	82.22	78.0	20.0	20.0	OFF	OFF	OFF
5/16/2022	08:00:00	58.02	59.07	65.19	ON	OFF	OFF	OFF	ON	79.9	90.21	78.0	40.9	40.9	OFF	OFF	ON
5/16/2022	09:00:00	54.94	47.35	52.89	ON	OFF	OFF	OFF	ON	77.6	84.21	78.0	29.3	29.3	OFF	OFF	ON
5/16/2022	10:00:00	56.97	47.39	52.41	ON	OFF	OFF	OFF	ON	77.9	84.06	78.0	26.7	26.7	OFF	OFF	ON
5/16/2022	11:00:00	55.94	47.31	52.10	ON	OFF	OFF	OFF	ON	77.9	84.02	78.0	26.6	26.6	OFF	OFF	ON
5/16/2022	12:00:00	55.94	47.39	52.05	ON	OFF	OFF	OFF	ON	77.9	83.76	78.0	25.1	25.1	OFF	OFF	ON
5/16/2022	13:00:00	53.89	47.10	51.54	ON	OFF	OFF	OFF	ON	77.8	83.68	78.0	25.2	25.2	OFF	OFF	ON
5/16/2022	14:00:00	53.89	47.44	51.58	ON	OFF	OFF	OFF	ON	78.0	83.44	78.0	24.6	24.6	OFF	OFF	ON
5/16/2022	15:00:00	56.91	47.39	51.62	ON	OFF	OFF	OFF	ON	78.0	83.37	78.0	26.1	26.1	OFF	OFF	ON
5/16/2022	16:00:00	58.96	47.12	51.36	ON	OFF	OFF	OFF	ON	77.9	83.41	78.0	26.5	26.5	OFF	OFF	ON
5/16/2022	17:00:00	63.01	47.40	51.53	ON	OFF	OFF	OFF	ON	78.0	83.22	78.0	25.6	25.6	OFF	OFF	ON
5/16/2022	18:00:00	64.02	47.48	51.56	ON	OFF	OFF	OFF	ON	78.1	83.47	78.0	27.0	27.0	OFF	OFF	ON
5/16/2022	19:00:00	65.03	47.04	51.38	ON	OFF	OFF	OFF	ON	78.0	83.58	78.0	27.3	27.3	OFF	OFF	ON
5/16/2022	20:00:00	64.02	52.59	52.73	OFF	OFF	OFF	OFF	OFF	74.6	76.83	78.0	20.0	20.0	OFF	OFF	OFF
5/16/2022	21:00:00	63.02	52.68	52.84	OFF	OFF	OFF	OFF	OFF	74.6	77.32	78.0	20.0	20.0	OFF	OFF	OFF
5/16/2022	22:00:00	61.02	53.85	54.24	OFF	OFF	OFF	OFF	OFF	74.5	77.49	78.0	20.0	20.0	OFF	OFF	OFF
5/16/2022	23:00:00	60.00	54.80	55.76	OFF	OFF	OFF	OFF	OFF	74.1	77.61	78.0	20.0	20.0	OFF	OFF	OFF
5/17/2022	00:00:00	60.00	55.77	57.47	OFF	OFF	OFF	OFF	OFF	73.7	77.69	78.0	20.0	20.0	OFF	OFF	OFF
5/17/2022	01:00:00	58.00	56.87	59.16	OFF	OFF	OFF	OFF	OFF	73.1	77.75	78.0	20.0	20.0	OFF	OFF	OFF
5/17/2022	02:00:00	54.99	58.08	60.71	OFF	OFF	OFF	OFF	OFF	72.4	77.80	78.0	20.0	20.0	OFF	OFF	OFF
5/17/2022	03:00:00	53.99	59.21	62.13	OFF	OFF	OFF	OFF	OFF	71.5	77.81	78.0	20.0	20.0	OFF	OFF	OFF
5/17/2022	04:00:00	50.96	60.35	63.37	OFF	OFF	OFF	OFF	OFF	70.6	77.80	78.0	20.0	20.0	OFF	OFF	OFF
5/17/2022	05:00:00	46.91	61.43	64.40	OFF	OFF	OFF	OFF	OFF	69.6	77.77	78.0	20.0	20.0	OFF	OFF	OFF
5/17/2022	06:00:00	45.91	62.38	65.30	OFF	OFF	OFF	OFF	OFF	68.3	77.73	78.0	20.0	20.0	OFF	OFF	OFF
5/17/2022	07:00:00	44.89	63.23	66.05	OFF	OFF	OFF	OFF	OFF	67.1	77.67	78.0	20.0	20.0	OFF	OFF	OFF
5/17/2022	08:00:00	46.90	64.04	66.70	OFF	OFF	OFF	OFF	OFF	65.9	77.62	78.0	20.0	20.0	OFF	OFF	OFF
5/17/2022	09:00:00	49.92	48.07	55.36	OFF	ON	ON	OFF	OFF	78.6	86.77	78.0	34.1	34.1	ON	OFF	OFF
5/17/2022	10:00:00	54.00	47.57	51.89	OFF	ON	ON	OFF	OFF	78.0	83.56	78.0	25.7	25.7	ON	OFF	OFF
5/17/2022	11:00:00	55.00	47.66	51.45	OFF	ON	ON	OFF	OFF	78.0	82.77	78.0	24.0	24.0	ON	OFF	OFF
5/17/2022	12:00:00	57.03	47.75	51.44	OFF	ON	ON	OFF	OFF	78.1	82.86	78.0	23.4	23.4	ON	OFF	OFF
5/17/2022	13:00:00	58.05	46.94	51.09	OFF	ON	ON	OFF	OFF	77.7	83.34	78.0	24.3	24.3	ON	OFF	OFF
5/17/2022	14:00:00	61.09	47.67	51.62	OFF	ON	ON	OFF	OFF	77.8	82.86	78.0	24.2	24.2	ON	OFF	OFF
5/17/2022	15:00:00	61.09	47.28	51.26	OFF	ON	ON	OFF	OFF	77.9	82.81	78.0	24.8	24.8	ON	OFF	OFF
5/17/2022	16:00:00	63.11	47.73	51.89	OFF	ON	ON	OFF	OFF	78.0	83.29	78.0	26.3	26.3	ON	OFF	OFF
5/17/2022	17:00:00	62.11	47.08	51.29	OFF	ON	ON	OFF	OFF	78.1	83.09	78.0	25.3	25.3	ON	OFF	OFF
5/17/2022	18:00:00	61.09	47.53	51.49	OFF	ON	ON	OFF	OFF	78.0	82.92	78.0	24.6	24.6	ON	OFF	OFF
5/17/2022	19:00:00	60.06	47.22	51.22	OFF	ON	ON	OFF	OFF	78.0	82.99	78.0	23.9	23.9	ON	OFF	OFF
5/17/2022	20:00:00	59.06	51.85	52.07	OFF	OFF	OFF	OFF	OFF	75.3	76.41	78.0	20.0	20.0	OFF	OFF	OFF
5/17/2022	21:00:00	56.02	52.14	52.48	OFF	OFF	OFF	OFF	OFF	74.3	76.69	78.0	20.0	20.0	OFF	OFF	OFF
5/17/2022	22:00:00	55.02	53.02	53.61	OFF	OFF	OFF	OFF	OFF	73.6	76.74	78.0	20.0	20.0	OFF	OFF	OFF
5/17/2022	23:00:00	52.96	54.03	55.02	OFF	OFF	OFF	OFF	OFF	72.6	76.72	78.0	20.0	20.0	OFF	OFF	OFF
5/18/2022	00:00:00	50.94	55.00	56.57	OFF	OFF	OFF	OFF	OFF	71.7	76.67	78.0	20.0	20.0	OFF	OFF	OFF
5/18/2022	01:00:00	48.90	56.08	58.04	OFF	OFF	OFF	OFF	OFF	70.8	76.59	78.0	20.0	20.0	OFF	OFF	OFF
5/18/2022	02:00:00	47.90	57.20	59.41	OFF	OFF	OFF	OFF	OFF	70.0	76.51	78.0	20.0	20.0	OFF	OFF	OFF
5/18/2022	03:00:00	46.88	58.29	60.62	OFF	OFF	OFF	OFF	OFF	69.1	76.41	78.0	20.0	20.0	OFF	OFF	OFF
5/18/2022	04:00:00	45.87	59.39	61.68	OFF	OFF	OFF	OFF	OFF	68.3	76.29	78.0	20.0	20.0	OFF	OFF	OFF
5/18/2022	05:00:00	45.87	60.38	62.67	OFF	OFF	OFF	OFF	OFF	67.7	76.16	78.0	20.0	20.0	OFF	OFF	OFF
5/18/2022	06:00:00	45.87	61.34	63.50	OFF	OFF	OFF	OFF	OFF	67.1	76.02	78.0	20.0	20.0	OFF	OFF	OFF
5/18/2022	07:00:00	45.87	62.13	64.27	OFF	OFF	OFF	OFF	OFF	66.5	75.88	78.0	20.0	20.0	OFF	OFF	OFF
5/18/2022	08:00:00	48.90	61.55	62.85	ON	OFF	OFF	ON	OFF	70.9	72.48	78.0	20.0	20.0	OFF	ON	OFF
5/18/2022	09:00:00	51.93	47.44	52.61	ON	OFF	OFF	ON	OFF	78.8	84.78	78.0	24.6	24.6	OFF	ON	OFF
5/18/2022	10:00:00	55.96	47.15	50.91	ON	OFF	OFF	ON	OFF	77.9	82.56	78.0	21.8	21.8	OFF	ON	OFF
5/18/2022	11:00:00	56.97	47.24	50.84	ON	OFF	OFF	ON	OFF	78.7	83.17	78.0	20.0	20.0	OFF	ON	OFF
5/18/2022	12:00:00	56.97	47.42	51.04	ON	OFF	OFF	ON	OFF	78.4	82.76	78.0	20.0	20.0	OFF	ON	OFF
5/18/2022	13:00:00	56.97	47.71	51.27	ON	OFF	OFF	ON	OFF	76.8	81.04	78.0	20.0	20.0	OFF	ON	OFF
5/18/2022	14:00:00	56.97	47.48	51.40	ON	OFF	OFF	ON	OFF	78.2	82.90	78.0	23.2	23.2	OFF	ON	OFF
5/18/2022	15:00:00	53.93	47.22	50.81	ON	OFF	OFF	ON	OFF	78.1	82.62	78.0	21.9	21.9	OFF	ON	OFF
5/18/2022	16:00:00	53.93	47.08	50.84	ON	OFF	OFF	ON	OFF	77.9	82.49	78.0	22.7	22.7	OFF	ON	OFF
5/18/2022	17:00:00	53.93	47.19	50.72	ON	OFF	OFF	ON	OFF	78.1	82.36	78.0	21.1	21.1	OFF	ON	OFF
5/18/2022	18:00:00	53.93	47.48	51.00	ON	OFF	OFF	ON	OFF	78.3	82.53	78.0	20.0	20.0	OFF	ON	OFF
5/18/2022	19:00:00	52.92	47.42	51.08	ON	OFF	OFF	ON	OFF	79.3	84.40	78.0	25.5	25.5	OFF	ON	OFF
5/18/2022	20:00:00	52.92	51.36	51.44	OFF	OFF	OFF	OFF	OFF	74.7	76.27	78.0	20.0	20.0	OFF	OFF	OFF
5/18/2022	21:00:00	52.92	51.27	51.83	OFF	OFF	OFF	OFF	OFF	74.4	76.39	78.0	20.0	20.0	OFF	OFF	OFF
5/18/2022	22:00:00	51.92	51.65	52.98	OFF	OFF	OFF	OFF	OFF	74.1	76.31	78.0	20.0	20.0	OFF	OFF	OFF
5/18/2022	23:00:00	51.92	52.08	54.37	OFF	OFF	OFF	OFF	OFF	73.6	76.22	78.0	20.0	20.0	OFF	OFF	OFF
5/19/2022	00:00:00	51.92	52.52	56.06	OFF	OFF	OFF	OFF	OFF	73.1	76.09	78.0	20.0	20.0	OFF	OFF	OFF
5/19/2022	01:00:00	50.88	53.07	57.74	OFF	OFF	OFF	OFF	OFF	72.6	75.97	78.0	20.0	20.0	OFF	OFF	OFF
5/19/2022	02:00:00	50.88	53.90	59.32	OFF	OFF	OFF	OFF	OFF	72.1	75.86	78.0	20.0	20.0	OFF	OFF	OFF
5/19/2022	03:00:00	50.88	54.78	60.83	OFF	OFF	OFF	OFF	OFF	71.6	75.72	78.0	20.0	20.0	OFF	OFF	OFF
5/19/2022	04:00:00	50.88	55.72	62.20	OFF	OFF	OFF	OFF	OFF	71.0	75.58	78.0	20.0	20.0	OFF	OFF	OFF
5/19/2022	05:00:00	50.88	56.75	63.39	OFF	OFF	OFF	OFF	OFF	70.5	75.45	78.0	20.0	20.0	OFF	OFF	OFF
5/19/2022	06:00:00	49.87	57.79	64.45	OFF	OFF	OFF	OFF	OFF	69.9	75.31	78.0	20.0	20.0	OFF	OFF	OFF
5/19/2022	07:00:00	49.87	58.74	65.35	OFF	OFF	OFF	OFF	OFF	69.4	75.16	78.0	20.0	20.0	OFF	OFF	OFF
5/19/2022	08:00:00	49.87	61.89	63.01	OFF	ON	OFF	OFF	ON	70.8	72.31	78.0	20.0	20.0	OFF	OFF	ON
5/19/2022	09:00:00	49.87	47.48	52.21	OFF	ON	OFF	OFF	ON	77.6	82.72	78.0	20.0	20.0	OFF	OFF	ON
5/19/2022	10:00:00	50.87	47.33	51.22	OFF	ON	OFF	OFF	ON	77.4	82.02	78.0	20.0	20.0	OFF	OFF	ON
5/19/2022	11:00:00	53.93	47.87	51.58	OFF	ON	OFF	OFF	ON	78.2	82.76	78.0	20.0	20.0	OFF	OFF	ON
5/19/2022	12:00:00	54.93	47.17	50.99	OFF	ON	OFF	OFF	ON	78.0	82.95	78.0	24.4	24.4	OFF	OFF	ON
5/19/2022	13:00:00	53.93	47.57	51.24	OFF	ON	OFF	OFF	ON	77.9	82.27	78.0	22.3	22.3	OFF	OFF	ON
5/19/2022	14:00:00	65.03	47.46	51.54	OFF	ON	OFF	OFF	ON	77.9	82.98	78.0	28.1	28.1	OFF	OFF	ON
5/19/2022	15:00:00	68.07	47.69	52.03	OFF	ON	OFF	OFF	ON	77.8	83.09	78.0	28.3	28.3	OFF	OFF	ON
5/19/2022	16:00:00	70.09	46.88	51.33	OFF	ON	OFF	OFF	ON	77.0	81.12	78.0	21.4	21.4	OFF	OFF	ON
5/19/2022	17:00:00	72.09	47.64	52.28	OFF	ON	OFF	OFF	ON	78.9	83.36	78.0	25.4	25.4	OFF	OFF	ON
5/19/2022	18:00:00	72.09	47.89	51.94	OFF	ON	OFF	OFF	ON	78.0	83.06	78.0	27.9	27.9	OFF	OFF	ON
5/19/2022	19:00:00	72.09	47.24	51.81	OFF	ON	OFF	OFF	ON	77.9	83.45	78.0	30.7	30.7	OFF	OFF	ON
5/19/2022	20:00:00	69.01	52.16	52.19	OFF	OFF	OFF	OFF	OFF	74.1	77.75	78.0	20.0	20.0	OFF	OFF	OFF
5/19/2022	21:00:00	65.99	52.32	53.16	OFF	OFF	OFF	OFF	OFF	74.3	78.06	78.0	20.0	20.0	OFF	OFF	OFF
5/19/2022	22:00:00	64.98	52.66	54.64	OFF	OFF	OFF	OFF	OFF	74.4	78.06	78.0	20.0	20.0	OFF	OFF	OFF
5/19/2022	23:00:00	62.97	53.00	56.30	OFF	OFF	OFF	OFF	OFF	74.2	77.99	78.0	20.0	20.0	OFF	OFF	OFF
5/20/2022	00:00:00	59.95	53.47	58.08	OFF	OFF	OFF	OFF	OFF	74.0	77.89	78.0	20.0	20.0	OFF	OFF	OFF
5/20/2022	01:00:00	56.91	54.06	59.82	OFF	OFF	OFF	OFF	OFF	73.7	77.77	78.0	20.0	20.0	OFF	OFF	OFF
5/20/2022	02:00:00	55.91	54.86	61.48	OFF	OFF	OFF	OFF	OFF	73.3	77.66	78.0	20.0	20.0	OFF	OFF	OFF
5/20/2022	03:00:00	55.91	55.76	62.97	OFF	OFF	OFF	OFF	OFF	72.9	77.51	78.0	20.0	20.0	OFF	OFF	OFF
5/20/2022	04:00:00	54.90	56.78	64.34	OFF	OFF	OFF	OFF	OFF	72.5	77.37	78.0	20.0	20.0	OFF	OFF	OFF
5/20/2022	05:00:00	54.90	57.84	65.49	OFF	OFF	OFF	OFF	OFF	72.2	77.23	78.0	20.0	20.0	OFF	OFF	OFF
5/20/2022	06:00:00	54.90	58.92	66.48	OFF	OFF	OFF	OFF	OFF	71.7	77.08	78.0	20.0	20.0	OFF	OFF	OFF
5/20/2022	07:00:00	54.90	59.91	67.33	OFF	OFF	OFF	OFF	OFF	71.3	76.92	78.0	20.0	20.0	OFF	OFF	OFF
5/20/2022	08:00:00	55.91	60.78	68.05	OFF	OFF	OFF	OFF	OFF	70.9	76.79	78.0	20.0	20.0	OFF	OFF	OFF
5/20/2022	09:00:00	56.91	48.32	56.12	ON	OFF	ON	OFF	OFF	77.7	86.60	78.0	37.2	37.2	ON	OFF	OFF
5/20/2022	10:00:00	57.94	47.26	51.56	ON	OFF	ON	OFF	OFF	78.0	83.54	78.0	29.5	29.5	ON	OFF	OFF
5/20/2022	11:00:00	57.96	47.06	51.31	ON	OFF	ON	OFF	OFF	77.8	83.14	78.0	26.2	26.2	ON	OFF	OFF
5/20/2022	12:00:00	64.09	47.15	51.29	ON	OFF	ON	OFF	OFF	77.5	83.01	78.0	30.1	30.1	ON	OFF	OFF
5/20/2022	13:00:00	66.13	47.35	51.85	ON	OFF	ON	OFF	OFF	78.2	83.39	78.0	31.0	31.0	ON	OFF	OFF
5/20/2022	14:00:00	71.21	47.44	52.64	ON	OFF	ON	OFF	OFF	77.9	84.21	78.0	37.4	37.4	ON	OFF	OFF
5/20/2022	15:00:00	71.21	47.17	52.53	ON	OFF	ON	OFF	OFF	78.1	84.29	78.0	39.6	39.6	ON	OFF	OFF
5/20/2022	16:00:00	73.24	47.22	52.71	ON	OFF	ON	OFF	OFF	77.2	82.39	78.0	39.5	39.5	ON	OFF	OFF
5/20/2022	17:00:00	74.26	47.21	52.70	ON	OFF	ON	OFF	OFF	78.0	84.44	78.0	41.6	41.6	ON	OFF	OFF
5/20/2022	18:00:00	75.26	47.60	53.00	ON	OFF	ON	OFF	OFF	78.2	84.65	78.0	45.5	45.5	ON	OFF	OFF
5/20/2022	19:00:00	74.26	47.44	52.95	ON	OFF	ON	OFF	OFF	78.1	84.65	78.0	44.2	44.2	ON	OFF	OFF
5/20/2022	20:00:00	74.26	52.97	53.52	OFF	OFF	OFF	OFF	OFF	76.7	78.76	78.0	20.0	20.0	OFF	OFF	OFF
5/20/2022	21:00:00	73.26	53.24	53.94	OFF	OFF	OFF	OFF	OFF	76.8	78.97	78.0	20.0	20.0	OFF	OFF	OFF
5/20/2022	22:00:00	71.24	54.48	55.02	OFF	OFF	OFF	OFF	OFF	76.7	79.02	78.0	20.0	20.0	OFF	OFF	OFF
5/20/2022	23:00:00	68.19	55.63	56.51	OFF	OFF	OFF	OFF	OFF	76.6	79.03	78.0	20.0	20.0	OFF	OFF	OFF
5/21/2022	00:00:00	68.19	56.82	58.24	OFF	OFF	OFF	OFF	OFF	76.3	79.01	78.0	20.0	20.0	OFF	OFF	OFF
5/21/2022	01:00:00	69.20	58.20	59.88	OFF	OFF	OFF	OFF	OFF	76.2	78.98	78.0	20.0	20.0	OFF	OFF	OFF
5/21/2022	02:00:00	73.33	59.64	61.52	OFF	OFF	OFF	OFF	OFF	76.0	78.96	78.0	20.0	20.0	OFF	OFF	OFF
5/21/2022	03:00:00	73.33	61.05	63.06	OFF	OFF	OFF	OFF	OFF	75.8	78.92	78.0	20.0	20.0	OFF	OFF	OFF
5/21/2022	04:00:00	73.33	62.40	64.41	OFF	OFF	OFF	OFF	OFF	75.6	78.91	78.0	20.0	20.0	OFF	OFF	OFF
5/21/2022	05:00:00	73.33	63.62	65.57	OFF	OFF	OFF	OFF	OFF	75.5	78.89	78.0	20.0	20.0	OFF	OFF	OFF
5/21/2022	06:00:00	74.33	64.70	66.61	OFF	OFF	OFF	OFF	OFF	75.4	78.86	78.0	20.0	20.0	OFF	OFF	OFF
5/21/2022	07:00:00	74.33	65.71	67.51	OFF	OFF	OFF	OFF	OFF	75.3	78.84	78.0	20.0	20.0	OFF	OFF	OFF
5/21/2022	08:00:00	75.33	66.65	68.34	OFF	OFF	OFF	OFF	OFF	75.2	78.84	78.0	20.0	20.0	OFF	OFF	OFF
5/21/2022	09:00:00	75.33	51.11	60.18	OFF	ON	OFF	OFF	ON	78.0	88.30	78.0	59.7	59.7	OFF	OFF	ON
5/21/2022	10:00:00	77.36	47.31	53.49	OFF	ON	OFF	OFF	ON	77.9	85.33	78.0	50.4	50.4	OFF	OFF	ON
5/21/2022	11:00:00	81.42	47.67	53.61	OFF	ON	OFF	OFF	ON	78.0	84.95	78.0	50.6	50.6	OFF	OFF	ON
5/21/2022	12:00:00	84.43	47.48	53.78	OFF	ON	OFF	OFF	ON	78.3	85.62	78.0	54.2	54.2	OFF	OFF	ON
5/21/2022	13:00:00	66.75	47.49	53.88	OFF	ON	OFF	OFF	ON	77.8	84.92	78.0	40.9	40.9	OFF	OFF	ON
5/21/2022	14:00:00	69.78	47.66	53.54	OFF	ON	OFF	OFF	ON	77.8	85.02	78.0	41.4	41.4	OFF	OFF	ON
5/21/2022	15:00:00	69.79	47.73	53.79	OFF	ON	OFF	OFF	ON	77.9	85.52	78.0	46.1	46.1	OFF	OFF	ON
5/21/2022	16:00:00	78.90	47.37	53.63	OFF	ON	OFF	OFF	ON	78.6	85.56	78.0	42.8	42.8	OFF	OFF	ON
5/21/2022	17:00:00	77.86	47.39	53.58	OFF	ON	OFF	OFF	ON	78.3	84.87	78.0	41.7	41.7	OFF	OFF	ON
5/21/2022	18:00:00	75.85	47.24	53.47	OFF	ON	OFF	OFF	ON	77.3	83.13	78.0	38.8	38.8	OFF	OFF	ON
5/21/2022	19:00:00	73.85	47.31	53.43	OFF	ON	OFF	OFF	ON	78.1	85.50	78.0	42.8	42.8	OFF	OFF	ON
5/21/2022	20:00:00	70.84	54.55	54.69	OFF	OFF	OFF	OFF	OFF	78.6	81.34	78.0	20.0	20.0	OFF	OFF	OFF
5/21/2022	21:00:00	68.79	54.95	54.82	OFF	OFF	OFF	OFF	OFF	78.4	81.45	78.0	20.0	20.0	OFF	OFF	OFF
5/21/2022	22:00:00	67.76	55.95	55.94	OFF	OFF	OFF	OFF	OFF	78.2	81.41	78.0	20.0	20.0	OFF	OFF	OFF
