Key            Name:Suffix                                Trend Definitions Used
Point_1:	CP2.CHOAT		15 minutes
Point_2:	CCHWST		15 minutes
Point_3:	CCHWRT		15 minutes
Point_4:	CP2.CH1.M5		15 minutes
Point_5:	CP2.CH2.M10		15 minutes
Point_6:	CP2.CHWP1		15 minutes
Point_7:	CP2.CHWP2		15 minutes
Point_8:	CP2.CHWP3		15 minutes
Point_9:	CDWST		15 minutes
Point_10:	CDWRT		15 minutes
Point_11:	SQ1.CP2.CDWST.STPT		15 minutes
Point_12:	SQ1.CP2.CT2.SPD		15 minutes
Point_13:	SQ1.CP2.CT1.SPD		15 minutes
Point_14:	CP2.CNDP1		15 minutes
Point_15:	CP2.CNDP2		15 minutes
Point_16:	CP2.CNDP3		15 minutes
Time Interval:	1 Hours
Date Range:	1/1/2022 00:00:00 - 8/18/2022 23:59:59
Report Timings:	All Hours

<>Date	Time	Point_1	Point_2	Point_3	Point_4	Point_5	Point_6	Point_7	Point_8	Point_9	Point_10	Point_11	Point_12	Point_13	Point_14	Point_15	Point_16
1/1/2022	00:00:00	40.09	62.13	61.73	OFF	OFF	OFF	OFF	OFF	50.4	59.86	47.0	20.0	20.0	OFF	OFF	OFF
1/1/2022	01:00:00	40.09	63.98	63.21	OFF	OFF	OFF	OFF	OFF	50.8	60.66	47.0	20.0	20.0	OFF	OFF	OFF
1/1/2022	02:00:00	40.09	65.84	64.50	OFF	OFF	OFF	OFF	OFF	51.2	61.46	47.0	20.0	20.0	OFF	OFF	OFF
1/1/2022	03:00:00	40.09	67.56	65.58	OFF	OFF	OFF	OFF	OFF	51.5	62.21	47.0	20.0	20.0	OFF	OFF	OFF
1/1/2022	04:00:00	40.09	69.36	66.47	OFF	OFF	OFF	OFF	OFF	51.8	62.90	47.0	20.0	20.0	OFF	OFF	OFF
1/1/2022	05:00:00	40.09	71.29	67.10	OFF	OFF	OFF	OFF	OFF	52.0	63.53	47.0	20.0	20.0	OFF	OFF	OFF
1/1/2022	06:00:00	40.09	72.66	67.60	OFF	OFF	OFF	OFF	OFF	52.3	64.15	47.0	20.0	20.0	OFF	OFF	OFF
1/1/2022	07:00:00	39.09	73.85	68.03	OFF	OFF	OFF	OFF	OFF	52.4	64.74	47.0	20.0	20.0	OFF	OFF	OFF
1/1/2022	08:00:00	37.08	51.83	60.18	OFF	OFF	ON	OFF	OFF	46.6	57.39	47.0	91.1	91.1	ON	OFF	OFF
1/1/2022	09:00:00	37.08	48.56	51.38	OFF	OFF	ON	OFF	OFF	46.9	51.81	47.0	42.8	42.8	ON	OFF	OFF
1/1/2022	10:00:00	38.09	48.56	51.24	OFF	OFF	ON	OFF	OFF	47.0	51.75	47.0	42.0	42.0	ON	OFF	OFF
1/1/2022	11:00:00	38.09	49.35	53.16	OFF	OFF	ON	OFF	OFF	47.1	52.91	47.0	52.5	52.5	ON	OFF	OFF
1/1/2022	12:00:00	37.08	49.01	52.66	OFF	OFF	ON	OFF	OFF	46.9	52.57	47.0	46.7	46.7	ON	OFF	OFF
1/1/2022	13:00:00	37.08	49.01	52.68	OFF	OFF	ON	OFF	OFF	47.0	52.59	47.0	45.1	45.1	ON	OFF	OFF
1/1/2022	14:00:00	37.08	48.75	52.48	OFF	OFF	ON	OFF	OFF	46.9	52.39	47.0	45.0	45.0	ON	OFF	OFF
1/1/2022	15:00:00	36.08	48.93	52.71	OFF	OFF	ON	OFF	OFF	47.1	52.53	47.0	41.4	41.4	ON	OFF	OFF
1/1/2022	16:00:00	36.08	49.08	52.73	OFF	OFF	ON	OFF	OFF	47.0	52.66	47.0	40.7	40.7	ON	OFF	OFF
1/1/2022	17:00:00	35.07	49.08	52.59	OFF	OFF	ON	OFF	OFF	47.1	52.57	47.0	40.0	40.0	ON	OFF	OFF
1/1/2022	18:00:00	34.05	48.88	52.50	OFF	OFF	ON	OFF	OFF	46.8	52.56	47.0	40.8	40.8	ON	OFF	OFF
1/1/2022	19:00:00	33.05	49.55	52.48	OFF	OFF	OFF	OFF	OFF	47.5	53.83	47.0	99.3	99.3	OFF	OFF	OFF
1/1/2022	20:00:00	31.02	51.71	53.16	OFF	OFF	OFF	OFF	OFF	48.9	55.23	47.0	99.3	99.3	OFF	OFF	OFF
1/1/2022	21:00:00	30.02	54.12	54.35	OFF	OFF	OFF	OFF	OFF	49.8	56.45	47.0	99.3	99.3	OFF	OFF	OFF
1/1/2022	22:00:00	29.00	56.35	55.85	OFF	OFF	OFF	OFF	OFF	50.6	57.51	47.0	99.3	99.3	OFF	OFF	OFF
1/1/2022	23:00:00	27.98	57.90	57.45	OFF	OFF	OFF	OFF	OFF	51.3	58.59	47.0	99.3	99.3	OFF	OFF	OFF
1/2/2022	00:00:00	26.96	60.42	59.03	OFF	OFF	OFF	OFF	OFF	52.1	59.56	47.0	99.3	99.3	OFF	OFF	OFF
1/2/2022	01:00:00	25.96	61.79	60.51	OFF	OFF	OFF	OFF	OFF	52.5	60.43	47.0	99.3	99.3	OFF	OFF	OFF
1/2/2022	02:00:00	25.96	63.86	61.84	OFF	OFF	OFF	OFF	OFF	52.9	61.31	47.0	99.3	99.3	OFF	OFF	OFF
1/2/2022	03:00:00	25.96	65.10	62.90	OFF	OFF	OFF	OFF	OFF	53.3	62.10	47.0	99.3	99.3	OFF	OFF	OFF
1/2/2022	04:00:00	24.93	67.15	63.95	OFF	OFF	OFF	OFF	OFF	53.7	62.86	47.0	99.3	99.3	OFF	OFF	OFF
1/2/2022	05:00:00	23.90	68.36	64.74	OFF	OFF	OFF	OFF	OFF	54.0	63.59	47.0	99.3	99.3	OFF	OFF	OFF
1/2/2022	06:00:00	21.89	69.81	65.26	OFF	OFF	OFF	OFF	OFF	54.4	64.25	47.0	99.3	99.3	OFF	OFF	OFF
1/2/2022	07:00:00	20.84	71.33	65.80	OFF	OFF	OFF	OFF	OFF	54.6	64.93	47.0	99.3	99.3	OFF	OFF	OFF
1/2/2022	08:00:00	19.82	72.30	66.21	OFF	OFF	OFF	OFF	OFF	55.0	65.56	47.0	99.3	99.3	OFF	OFF	OFF
1/2/2022	09:00:00	17.79	73.70	66.43	OFF	OFF	OFF	OFF	OFF	55.3	66.12	47.0	99.3	99.3	OFF	OFF	OFF
1/2/2022	10:00:00	17.79	55.81	62.61	OFF	OFF	OFF	ON	OFF	51.5	59.94	47.0	33.0	33.0	OFF	ON	OFF
1/2/2022	11:00:00	17.79	49.15	52.73	OFF	OFF	OFF	ON	OFF	47.0	52.42	47.0	27.0	27.0	OFF	ON	OFF
1/2/2022	12:00:00	17.79	48.84	52.17	OFF	OFF	OFF	ON	OFF	47.0	52.01	47.0	24.7	24.7	OFF	ON	OFF
1/2/2022	13:00:00	19.80	48.70	51.69	OFF	OFF	OFF	ON	OFF	46.9	51.79	47.0	23.9	23.9	OFF	ON	OFF
1/2/2022	14:00:00	20.81	48.68	51.83	OFF	OFF	OFF	ON	OFF	46.9	51.71	47.0	24.9	24.9	OFF	ON	OFF
1/2/2022	15:00:00	21.83	48.66	51.94	OFF	OFF	OFF	ON	OFF	46.9	51.86	47.0	25.0	25.0	OFF	ON	OFF
1/2/2022	16:00:00	20.82	48.88	52.19	OFF	OFF	OFF	ON	OFF	47.1	52.02	47.0	25.0	25.0	OFF	ON	OFF
1/2/2022	17:00:00	20.82	48.77	51.96	OFF	OFF	OFF	ON	OFF	47.0	51.89	47.0	24.3	24.3	OFF	ON	OFF
1/2/2022	18:00:00	19.82	48.70	52.17	OFF	OFF	OFF	ON	OFF	47.0	51.87	47.0	23.6	23.6	OFF	ON	OFF
1/2/2022	19:00:00	18.82	48.70	51.87	OFF	OFF	OFF	ON	OFF	47.0	51.82	47.0	22.9	22.9	OFF	ON	OFF
1/2/2022	20:00:00	17.80	48.54	51.42	OFF	OFF	OFF	OFF	OFF	47.0	52.25	47.0	20.0	20.0	OFF	OFF	OFF
1/2/2022	21:00:00	15.85	49.80	51.94	OFF	OFF	OFF	OFF	OFF	48.1	53.82	47.0	20.0	20.0	OFF	OFF	OFF
1/2/2022	22:00:00	14.76	52.57	53.02	OFF	OFF	OFF	OFF	OFF	50.5	55.17	47.0	20.0	20.0	OFF	OFF	OFF
1/2/2022	23:00:00	13.76	54.73	54.28	OFF	OFF	OFF	OFF	OFF	52.2	56.36	47.0	20.0	20.0	OFF	OFF	OFF
1/3/2022	00:00:00	12.75	56.87	55.77	OFF	OFF	OFF	OFF	OFF	53.2	57.42	47.0	20.0	20.0	OFF	OFF	OFF
1/3/2022	01:00:00	12.75	58.74	57.30	OFF	OFF	OFF	OFF	OFF	53.9	58.57	47.0	20.0	20.0	OFF	OFF	OFF
1/3/2022	02:00:00	11.74	60.40	58.85	OFF	OFF	OFF	OFF	OFF	54.3	59.49	47.0	20.0	20.0	OFF	OFF	OFF
1/3/2022	03:00:00	10.73	61.80	60.15	OFF	OFF	OFF	OFF	OFF	54.8	60.50	47.0	20.0	20.0	OFF	OFF	OFF
1/3/2022	04:00:00	9.72	63.19	61.46	OFF	OFF	OFF	OFF	OFF	55.1	61.35	47.0	20.0	20.0	OFF	OFF	OFF
1/3/2022	05:00:00	9.72	65.19	62.61	OFF	OFF	OFF	OFF	OFF	55.5	62.25	47.0	20.0	20.0	OFF	OFF	OFF
1/3/2022	06:00:00	8.71	66.41	63.73	OFF	OFF	OFF	OFF	OFF	55.9	62.97	47.0	20.0	20.0	OFF	OFF	OFF
1/3/2022	07:00:00	8.71	67.64	64.67	OFF	OFF	OFF	OFF	OFF	56.2	63.76	47.0	20.0	20.0	OFF	OFF	OFF
1/3/2022	08:00:00	7.71	68.99	65.46	OFF	OFF	OFF	OFF	OFF	56.5	64.48	47.0	20.0	20.0	OFF	OFF	OFF
1/3/2022	09:00:00	7.71	49.22	52.89	OFF	OFF	OFF	OFF	ON	47.1	52.42	47.0	20.4	20.4	OFF	OFF	ON
1/3/2022	10:00:00	9.76	48.50	51.94	OFF	OFF	OFF	OFF	ON	46.6	51.66	47.0	20.0	20.0	OFF	OFF	ON
1/3/2022	11:00:00	12.77	48.36	51.56	OFF	OFF	OFF	OFF	ON	46.6	51.40	47.0	20.0	20.0	OFF	OFF	ON
1/3/2022	12:00:00	15.80	48.61	51.80	OFF	OFF	OFF	OFF	ON	46.9	51.69	47.0	22.3	22.3	OFF	OFF	ON
1/3/2022	13:00:00	17.84	48.81	52.03	OFF	OFF	OFF	OFF	ON	47.1	51.81	47.0	24.2	24.2	OFF	OFF	ON
1/3/2022	14:00:00	21.90	48.72	51.65	OFF	OFF	OFF	OFF	ON	47.1	51.61	47.0	23.2	23.2	OFF	OFF	ON
1/3/2022	15:00:00	20.90	48.66	52.05	OFF	OFF	OFF	OFF	ON	47.0	51.73	47.0	23.3	23.3	OFF	OFF	ON
1/3/2022	16:00:00	21.90	48.75	52.30	OFF	OFF	OFF	OFF	ON	46.8	51.92	47.0	25.7	25.7	OFF	OFF	ON
1/3/2022	17:00:00	20.88	48.74	52.16	OFF	OFF	OFF	OFF	ON	46.9	51.94	47.0	25.0	25.0	OFF	OFF	ON
1/3/2022	18:00:00	19.85	48.77	51.99	OFF	OFF	OFF	OFF	ON	47.1	51.86	47.0	23.3	23.3	OFF	OFF	ON
1/3/2022	19:00:00	19.85	48.84	52.08	OFF	OFF	OFF	OFF	ON	47.2	51.85	47.0	23.5	23.5	OFF	OFF	ON
1/3/2022	20:00:00	19.85	48.77	52.05	OFF	OFF	OFF	OFF	OFF	47.0	52.42	47.0	20.0	20.0	OFF	OFF	OFF
1/3/2022	21:00:00	19.85	49.13	53.69	OFF	OFF	OFF	OFF	OFF	48.0	54.02	47.0	20.0	20.0	OFF	OFF	OFF
1/3/2022	22:00:00	19.85	49.60	57.68	OFF	OFF	OFF	OFF	OFF	49.9	55.35	47.0	20.0	20.0	OFF	OFF	OFF
1/3/2022	23:00:00	19.85	50.10	61.37	OFF	OFF	OFF	OFF	OFF	51.1	56.59	47.0	20.0	20.0	OFF	OFF	OFF
1/4/2022	00:00:00	19.85	50.70	64.16	OFF	OFF	OFF	OFF	OFF	51.8	57.70	47.0	20.0	20.0	OFF	OFF	OFF
1/4/2022	01:00:00	19.85	51.58	66.86	OFF	OFF	OFF	OFF	OFF	52.3	58.82	47.0	20.0	20.0	OFF	OFF	OFF
1/4/2022	02:00:00	21.86	52.77	69.11	OFF	OFF	OFF	OFF	OFF	52.8	59.87	47.0	20.0	20.0	OFF	OFF	OFF
1/4/2022	03:00:00	22.91	54.01	70.68	OFF	OFF	OFF	OFF	OFF	53.1	60.76	47.0	20.0	20.0	OFF	OFF	OFF
1/4/2022	04:00:00	22.91	55.22	72.19	OFF	OFF	OFF	OFF	OFF	53.3	61.70	47.0	20.0	20.0	OFF	OFF	OFF
1/4/2022	05:00:00	22.91	56.53	73.38	OFF	OFF	OFF	OFF	OFF	53.5	62.52	47.0	20.0	20.0	OFF	OFF	OFF
1/4/2022	06:00:00	22.91	57.81	74.37	OFF	OFF	OFF	OFF	OFF	53.7	63.24	47.0	20.0	20.0	OFF	OFF	OFF
1/4/2022	07:00:00	22.91	58.96	75.27	OFF	OFF	OFF	OFF	OFF	54.0	64.02	47.0	20.0	20.0	OFF	OFF	OFF
1/4/2022	08:00:00	22.91	59.01	62.60	OFF	OFF	ON	OFF	OFF	55.7	63.08	47.0	33.0	33.0	ON	OFF	OFF
1/4/2022	09:00:00	22.91	49.17	52.95	OFF	OFF	ON	OFF	OFF	46.9	52.45	47.0	29.0	29.0	ON	OFF	OFF
1/4/2022	10:00:00	24.94	48.66	51.89	OFF	OFF	ON	OFF	OFF	46.8	51.86	47.0	28.1	28.1	ON	OFF	OFF
1/4/2022	11:00:00	26.97	48.81	51.89	OFF	OFF	ON	OFF	OFF	47.1	51.82	47.0	29.1	29.1	ON	OFF	OFF
1/4/2022	12:00:00	30.02	48.97	52.23	OFF	OFF	ON	OFF	OFF	47.0	52.02	47.0	31.7	31.7	ON	OFF	OFF
1/4/2022	13:00:00	34.08	48.77	51.94	OFF	OFF	ON	OFF	OFF	47.2	52.01	47.0	34.2	34.2	ON	OFF	OFF
1/4/2022	14:00:00	36.08	48.88	52.52	OFF	OFF	ON	OFF	OFF	46.8	52.04	47.0	36.1	36.1	ON	OFF	OFF
1/4/2022	15:00:00	37.11	48.92	52.62	OFF	OFF	ON	OFF	OFF	47.0	52.17	47.0	37.9	37.9	ON	OFF	OFF
1/4/2022	16:00:00	36.11	48.92	52.34	OFF	OFF	ON	OFF	OFF	47.1	52.03	47.0	35.3	35.3	ON	OFF	OFF
1/4/2022	17:00:00	34.10	48.83	52.34	OFF	OFF	ON	OFF	OFF	46.9	52.03	47.0	36.2	36.2	ON	OFF	OFF
1/4/2022	18:00:00	34.10	48.86	52.25	OFF	OFF	ON	OFF	OFF	47.0	52.04	47.0	34.3	34.3	ON	OFF	OFF
1/4/2022	19:00:00	33.10	48.99	52.61	OFF	OFF	ON	OFF	OFF	47.0	52.24	47.0	34.4	34.4	ON	OFF	OFF
1/4/2022	20:00:00	33.10	49.17	52.53	OFF	OFF	OFF	OFF	OFF	47.1	52.77	47.0	20.0	20.0	OFF	OFF	OFF
1/4/2022	21:00:00	33.10	49.51	53.83	OFF	OFF	OFF	OFF	OFF	48.1	54.29	47.0	20.0	20.0	OFF	OFF	OFF
1/4/2022	22:00:00	33.10	49.87	58.56	OFF	OFF	OFF	OFF	OFF	48.9	55.71	47.0	20.0	20.0	OFF	OFF	OFF
1/4/2022	23:00:00	33.10	50.36	61.95	OFF	OFF	OFF	OFF	OFF	49.5	56.85	47.0	20.0	20.0	OFF	OFF	OFF
1/5/2022	00:00:00	33.10	50.95	64.94	OFF	OFF	OFF	OFF	OFF	49.6	57.92	47.0	20.0	20.0	OFF	OFF	OFF
1/5/2022	01:00:00	33.10	51.83	67.53	OFF	OFF	OFF	OFF	OFF	49.9	58.94	47.0	20.0	20.0	OFF	OFF	OFF
1/5/2022	02:00:00	34.10	52.95	69.80	OFF	OFF	OFF	OFF	OFF	50.2	59.88	47.0	20.0	20.0	OFF	OFF	OFF
1/5/2022	03:00:00	34.10	54.14	71.22	OFF	OFF	OFF	OFF	OFF	50.6	60.81	47.0	20.0	20.0	OFF	OFF	OFF
1/5/2022	04:00:00	34.10	55.40	72.62	OFF	OFF	OFF	OFF	OFF	50.8	61.71	47.0	20.0	20.0	OFF	OFF	OFF
1/5/2022	05:00:00	35.10	56.78	73.81	OFF	OFF	OFF	OFF	OFF	51.0	62.49	47.0	20.0	20.0	OFF	OFF	OFF
1/5/2022	06:00:00	38.20	58.10	75.21	OFF	OFF	OFF	OFF	OFF	51.2	63.19	47.0	20.0	20.0	OFF	OFF	OFF
1/5/2022	07:00:00	38.20	59.34	76.08	OFF	OFF	OFF	OFF	OFF	51.2	63.89	47.0	20.0	20.0	OFF	OFF	OFF
1/5/2022	08:00:00	38.20	60.45	76.69	OFF	OFF	OFF	OFF	OFF	51.3	64.56	47.0	20.0	20.0	OFF	OFF	OFF
1/5/2022	09:00:00	39.21	50.07	55.25	OFF	OFF	OFF	ON	OFF	46.7	54.01	47.0	62.2	62.2	OFF	ON	OFF
1/5/2022	10:00:00	39.21	49.10	52.61	OFF	OFF	OFF	ON	OFF	47.0	52.34	47.0	43.4	43.4	OFF	ON	OFF
1/5/2022	11:00:00	38.21	48.75	52.07	OFF	OFF	OFF	ON	OFF	46.9	52.03	47.0	41.5	41.5	OFF	ON	OFF
1/5/2022	12:00:00	38.21	48.97	52.37	OFF	OFF	OFF	ON	OFF	47.0	52.27	47.0	43.2	43.2	OFF	ON	OFF
1/5/2022	13:00:00	38.21	49.04	52.79	OFF	OFF	OFF	ON	OFF	47.0	52.44	47.0	45.0	45.0	OFF	ON	OFF
1/5/2022	14:00:00	37.21	48.86	52.44	OFF	OFF	OFF	ON	OFF	46.8	52.24	47.0	44.1	44.1	OFF	ON	OFF
1/5/2022	15:00:00	36.21	48.88	52.32	OFF	OFF	OFF	ON	OFF	47.0	52.23	47.0	40.8	40.8	OFF	ON	OFF
1/5/2022	16:00:00	37.21	48.92	52.25	OFF	OFF	OFF	ON	OFF	47.1	52.19	47.0	41.5	41.5	OFF	ON	OFF
1/5/2022	17:00:00	34.16	48.93	52.44	OFF	OFF	OFF	ON	OFF	46.9	52.25	47.0	36.5	36.5	OFF	ON	OFF
1/5/2022	18:00:00	33.15	49.04	52.34	OFF	OFF	OFF	ON	OFF	47.0	52.28	47.0	36.4	36.4	OFF	ON	OFF
1/5/2022	19:00:00	31.14	48.95	52.25	OFF	OFF	OFF	OFF	OFF	47.2	52.75	47.0	20.0	20.0	OFF	OFF	OFF
1/5/2022	20:00:00	30.13	50.14	52.75	OFF	OFF	OFF	OFF	OFF	48.0	54.22	47.0	20.0	20.0	OFF	OFF	OFF
1/5/2022	21:00:00	28.11	52.68	54.23	OFF	OFF	OFF	OFF	OFF	49.1	55.52	47.0	20.0	20.0	OFF	OFF	OFF
1/5/2022	22:00:00	27.11	55.23	56.58	OFF	OFF	OFF	OFF	OFF	49.9	56.66	47.0	20.0	20.0	OFF	OFF	OFF
1/5/2022	23:00:00	25.08	56.96	59.10	OFF	OFF	OFF	OFF	OFF	50.5	57.58	47.0	20.0	20.0	OFF	OFF	OFF
1/6/2022	00:00:00	23.08	59.23	61.07	OFF	OFF	OFF	OFF	OFF	51.1	58.52	47.0	20.0	20.0	OFF	OFF	OFF
1/6/2022	01:00:00	22.05	61.26	62.69	OFF	OFF	OFF	OFF	OFF	51.7	59.45	47.0	20.0	20.0	OFF	OFF	OFF
1/6/2022	02:00:00	21.02	62.92	63.95	OFF	OFF	OFF	OFF	OFF	52.3	60.34	47.0	20.0	20.0	OFF	OFF	OFF
1/6/2022	03:00:00	21.02	64.45	65.06	OFF	OFF	OFF	OFF	OFF	52.7	61.15	47.0	20.0	20.0	OFF	OFF	OFF
1/6/2022	04:00:00	20.02	66.20	66.07	OFF	OFF	OFF	OFF	OFF	53.1	61.90	47.0	20.0	20.0	OFF	OFF	OFF
1/6/2022	05:00:00	20.02	67.51	66.90	OFF	OFF	OFF	OFF	OFF	53.4	62.57	47.0	20.0	20.0	OFF	OFF	OFF
1/6/2022	06:00:00	20.02	69.27	67.51	OFF	OFF	OFF	OFF	OFF	53.8	63.24	47.0	20.0	20.0	OFF	OFF	OFF
1/6/2022	07:00:00	19.00	70.71	67.94	OFF	OFF	OFF	OFF	OFF	54.0	63.94	47.0	20.0	20.0	OFF	OFF	OFF
1/6/2022	08:00:00	20.02	50.28	56.08	OFF	OFF	OFF	OFF	ON	46.6	54.26	47.0	37.4	37.4	ON	OFF	OFF
1/6/2022	09:00:00	20.02	49.02	52.50	OFF	OFF	OFF	OFF	ON	47.1	52.22	47.0	26.3	26.3	ON	OFF	OFF
1/6/2022	10:00:00	22.02	48.72	51.90	OFF	OFF	OFF	OFF	ON	47.0	51.82	47.0	24.6	24.6	ON	OFF	OFF
1/6/2022	11:00:00	24.07	48.68	51.87	OFF	OFF	OFF	OFF	ON	47.0	51.77	47.0	26.0	26.0	ON	OFF	OFF
1/6/2022	12:00:00	25.07	48.66	51.87	OFF	OFF	OFF	OFF	ON	47.0	51.86	47.0	26.6	26.6	ON	OFF	OFF
1/6/2022	13:00:00	26.08	48.74	51.89	OFF	OFF	OFF	OFF	ON	47.2	51.78	47.0	27.6	27.6	ON	OFF	OFF
1/6/2022	14:00:00	27.10	48.65	51.85	OFF	OFF	OFF	OFF	ON	47.0	51.74	47.0	27.4	27.4	ON	OFF	OFF
1/6/2022	15:00:00	26.09	48.86	52.03	OFF	OFF	OFF	OFF	ON	47.1	52.03	47.0	27.6	27.6	ON	OFF	OFF
1/6/2022	16:00:00	25.08	48.61	51.92	OFF	OFF	OFF	OFF	ON	47.0	51.73	47.0	25.8	25.8	ON	OFF	OFF
1/6/2022	17:00:00	25.08	48.83	52.07	OFF	OFF	OFF	OFF	ON	46.8	52.02	47.0	27.8	27.8	ON	OFF	OFF
1/6/2022	18:00:00	24.08	48.61	51.71	OFF	OFF	OFF	OFF	ON	46.9	51.68	47.0	25.1	25.1	ON	OFF	OFF
1/6/2022	19:00:00	23.04	48.92	52.28	OFF	OFF	OFF	OFF	OFF	47.2	52.82	47.0	20.0	20.0	OFF	OFF	OFF
1/6/2022	20:00:00	23.04	49.92	52.82	OFF	OFF	OFF	OFF	OFF	48.4	54.50	47.0	20.0	20.0	OFF	OFF	OFF
1/6/2022	21:00:00	23.04	52.37	54.33	OFF	OFF	OFF	OFF	OFF	49.9	55.71	47.0	20.0	20.0	OFF	OFF	OFF
1/6/2022	22:00:00	23.04	54.69	56.67	OFF	OFF	OFF	OFF	OFF	50.9	56.93	47.0	20.0	20.0	OFF	OFF	OFF
1/6/2022	23:00:00	23.04	56.60	58.82	OFF	OFF	OFF	OFF	OFF	51.6	58.04	47.0	20.0	20.0	OFF	OFF	OFF
1/7/2022	00:00:00	23.04	58.89	60.47	OFF	OFF	OFF	OFF	OFF	52.1	59.04	47.0	20.0	20.0	OFF	OFF	OFF
1/7/2022	01:00:00	23.04	60.78	61.88	OFF	OFF	OFF	OFF	OFF	52.4	60.02	47.0	20.0	20.0	OFF	OFF	OFF
1/7/2022	02:00:00	22.02	62.60	63.10	OFF	OFF	OFF	OFF	OFF	52.8	60.94	47.0	20.0	20.0	OFF	OFF	OFF
1/7/2022	03:00:00	22.02	64.04	64.11	OFF	OFF	OFF	OFF	OFF	53.1	61.72	47.0	20.0	20.0	OFF	OFF	OFF
1/7/2022	04:00:00	21.02	65.44	64.97	OFF	OFF	OFF	OFF	OFF	53.5	62.54	47.0	20.0	20.0	OFF	OFF	OFF
1/7/2022	05:00:00	17.99	66.93	65.73	OFF	OFF	OFF	OFF	OFF	53.8	63.35	47.0	20.0	20.0	OFF	OFF	OFF
1/7/2022	06:00:00	15.97	68.75	66.38	OFF	OFF	OFF	OFF	OFF	54.2	64.04	47.0	20.0	20.0	OFF	OFF	OFF
1/7/2022	07:00:00	14.97	70.23	66.92	OFF	OFF	OFF	OFF	OFF	54.5	64.74	47.0	20.0	20.0	OFF	OFF	OFF
1/7/2022	08:00:00	13.97	52.25	58.15	OFF	OFF	ON	OFF	OFF	48.7	56.51	47.0	33.0	33.0	OFF	ON	OFF
1/7/2022	09:00:00	13.97	49.02	52.52	OFF	OFF	ON	OFF	OFF	47.2	52.19	47.0	23.4	23.4	OFF	ON	OFF
1/7/2022	10:00:00	14.98	48.59	51.49	OFF	OFF	ON	OFF	OFF	47.1	51.47	47.0	21.8	21.8	OFF	ON	OFF
1/7/2022	11:00:00	16.99	48.56	51.51	OFF	OFF	ON	OFF	OFF	47.0	51.47	47.0	21.8	21.8	OFF	ON	OFF
1/7/2022	12:00:00	17.99	48.65	51.87	OFF	OFF	ON	OFF	OFF	47.0	51.68	47.0	23.5	23.5	OFF	ON	OFF
1/7/2022	13:00:00	17.99	48.70	51.92	OFF	OFF	ON	OFF	OFF	47.0	51.73	47.0	25.0	25.0	OFF	ON	OFF
1/7/2022	14:00:00	19.00	48.61	51.71	OFF	OFF	ON	OFF	OFF	46.9	51.55	47.0	24.2	24.2	OFF	ON	OFF
1/7/2022	15:00:00	19.00	48.70	51.94	OFF	OFF	ON	OFF	OFF	46.9	51.76	47.0	25.3	25.3	OFF	ON	OFF
1/7/2022	16:00:00	19.00	48.68	51.94	OFF	OFF	ON	OFF	OFF	46.9	51.69	47.0	23.8	23.8	OFF	ON	OFF
1/7/2022	17:00:00	17.00	48.70	51.96	OFF	OFF	ON	OFF	OFF	46.9	51.76	47.0	23.1	23.1	OFF	ON	OFF
1/7/2022	18:00:00	15.98	48.59	51.76	OFF	OFF	ON	OFF	OFF	46.9	51.56	47.0	21.4	21.4	OFF	ON	OFF
1/7/2022	19:00:00	15.98	48.75	52.12	OFF	OFF	OFF	OFF	OFF	46.9	52.15	47.0	20.0	20.0	OFF	OFF	OFF
1/7/2022	20:00:00	14.98	49.02	53.04	OFF	OFF	OFF	OFF	OFF	47.8	53.79	47.0	20.0	20.0	OFF	OFF	OFF
1/7/2022	21:00:00	13.98	49.40	56.55	OFF	OFF	OFF	OFF	OFF	50.0	55.09	47.0	20.0	20.0	OFF	OFF	OFF
1/7/2022	22:00:00	12.98	49.82	60.90	OFF	OFF	OFF	OFF	OFF	51.5	56.20	47.0	20.0	20.0	OFF	OFF	OFF
1/7/2022	23:00:00	12.98	50.27	63.75	OFF	OFF	OFF	OFF	OFF	52.4	57.26	47.0	20.0	20.0	OFF	OFF	OFF
1/8/2022	00:00:00	11.96	51.04	65.73	OFF	OFF	OFF	OFF	OFF	53.0	58.03	47.0	20.0	20.0	OFF	OFF	OFF
1/8/2022	01:00:00	10.96	52.03	68.23	OFF	OFF	OFF	OFF	OFF	53.4	59.31	47.0	20.0	20.0	OFF	OFF	OFF
1/8/2022	02:00:00	8.94	53.09	69.56	OFF	OFF	OFF	OFF	OFF	53.8	60.19	47.0	20.0	20.0	OFF	OFF	OFF
1/8/2022	03:00:00	8.94	54.37	71.00	OFF	OFF	OFF	OFF	OFF	54.2	61.03	47.0	20.0	20.0	OFF	OFF	OFF
1/8/2022	04:00:00	7.94	55.72	72.41	OFF	OFF	OFF	OFF	OFF	54.6	61.88	47.0	20.0	20.0	OFF	OFF	OFF
1/8/2022	05:00:00	7.94	56.98	73.34	OFF	OFF	OFF	OFF	OFF	54.9	62.61	47.0	20.0	20.0	OFF	OFF	OFF
1/8/2022	06:00:00	7.94	58.08	74.21	OFF	OFF	OFF	OFF	OFF	55.2	63.29	47.0	20.0	20.0	OFF	OFF	OFF
1/8/2022	07:00:00	7.94	59.10	75.18	OFF	OFF	OFF	OFF	OFF	55.5	63.94	47.0	20.0	20.0	OFF	OFF	OFF
