Date,Time,CP2.CHOAT,CCHWST,CCHWRT,CP2.CH1.M5,CP2.CH2.M10,CP2.CHWP1,CP2.CHWP2,CP2.CHWP3,CDWST,CDWRT,SQ1.CP2.CDWST.STPT,SQ1.CP2.CT2.SPD,SQ1.CP2.CT1.SPD,CP2.CNDP1,CP2.CNDP2
1/1/2022,00:00:00,40.09,62.13,61.73,0,0,0,0,0,50.4,59.86,47,20,20,0,0
1/1/2022,01:00:00,40.09,63.98,63.21,0,0,0,0,0,50.8,60.66,47,20,20,0,0
1/1/2022,02:00:00,40.09,65.84,64.5,0,0,0,0,0,51.2,61.46,47,20,20,0,0
1/1/2022,03:00:00,40.09,67.56,65.58,0,0,0,0,0,51.5,62.21,47,20,20,0,0
1/1/2022,04:00:00,40.09,69.36,66.47,0,0,0,0,0,51.8,62.9,47,20,20,0,0
1/1/2022,05:00:00,40.09,71.29,67.1,0,0,0,0,0,52,63.53,47,20,20,0,0
1/1/2022,06:00:00,40.09,72.66,67.6,0,0,0,0,0,52.3,64.15,47,20,20,0,0
1/1/2022,07:00:00,39.09,73.85,68.03,0,0,0,0,0,52.4,64.74,47,20,20,0,0
1/1/2022,08:00:00,37.08,51.83,60.18,0,0,1,0,0,46.6,57.39,47,91.1,91.1,1,0
1/1/2022,09:00:00,37.08,48.56,51.38,0,0,1,0,0,46.9,51.81,47,42.8,42.8,1,0
1/1/2022,10:00:00,38.09,48.56,51.24,0,0,1,0,0,47,51.75,47,42,42,1,0
1/1/2022,11:00:00,38.09,49.35,53.16,0,0,1,0,0,47.1,52.91,47,52.5,52.5,1,0
1/1/2022,12:00:00,37.08,49.01,52.66,0,0,1,0,0,46.9,52.57,47,46.7,46.7,1,0
1/1/2022,13:00:00,37.08,49.01,52.68,0,0,1,0,0,47,52.59,47,45.1,45.1,1,0
1/1/2022,14:00:00,37.08,48.75,52.48,0,0,1,0,0,46.9,52.39,47,45,45,1,0
1/1/2022,15:00:00,36.08,48.93,52.71,0,0,1,0,0,47.1,52.53,47,41.4,41.4,1,0
1/1/2022,16:00:00,36.08,49.08,52.73,0,0,1,0,0,47,52.66,47,40.7,40.7,1,0
1/1/2022,17:00:00,35.07,49.08,52.59,0,0,1,0,0,47.1,52.57,47,40,40,1,0
1/1/2022,18:00:00,34.05,48.88,52.5,0,0,1,0,0,46.8,52.56,47,40.8,40.8,1,0
1/1/2022,19:00:00,33.05,49.55,52.48,0,0,0,0,0,47.5,53.83,47,99.3,99.3,0,0
1/1/2022,20:00:00,31.02,51.71,53.16,0,0,0,0,0,48.9,55.23,47,99.3,99.3,0,0
1/1/2022,21:00:00,30.02,54.12,54.35,0,0,0,0,0,49.8,56.45,47,99.3,99.3,0,0
1/1/2022,22:00:00,29,56.35,55.85,0,0,0,0,0,50.6,57.51,47,99.3,99.3,0,0
1/1/2022,23:00:00,27.98,57.9,57.45,0,0,0,0,0,51.3,58.59,47,99.3,99.3,0,0
1/2/2022,00:00:00,26.96,60.42,59.03,0,0,0,0,0,52.1,59.56,47,99.3,99.3,0,0
1/2/2022,01:00:00,25.96,61.79,60.51,0,0,0,0,0,52.5,60.43,47,99.3,99.3,0,0
1/2/2022,02:00:00,25.96,63.86,61.84,0,0,0,0,0,52.9,61.31,47,99.3,99.3,0,0
1/2/2022,03:00:00,25.96,65.1,62.9,0,0,0,0,0,53.3,62.1,47,99.3,99.3,0,0
1/2/2022,04:00:00,24.93,67.15,63.95,0,0,0,0,0,53.7,62.86,47,99.3,99.3,0,0
1/2/2022,05:00:00,23.9,68.36,64.74,0,0,0,0,0,54,63.59,47,99.3,99.3,0,0
1/2/2022,06:00:00,21.89,69.81,65.26,0,0,0,0,0,54.4,64.25,47,99.3,99.3,0,0
1/2/2022,07:00:00,20.84,71.33,65.8,0,0,0,0,0,54.6,64.93,47,99.3,99.3,0,0
1/2/2022,08:00:00,19.82,72.3,66.21,0,0,0,0,0,55,65.56,47,99.3,99.3,0,0
1/2/2022,09:00:00,17.79,73.7,66.43,0,0,0,0,0,55.3,66.12,47,99.3,99.3,0,0
1/2/2022,10:00:00,17.79,55.81,62.61,0,0,0,1,0,51.5,59.94,47,33,33,0,1
1/2/2022,11:00:00,17.79,49.15,52.73,0,0,0,1,0,47,52.42,47,27,27,0,1
1/2/2022,12:00:00,17.79,48.84,52.17,0,0,0,1,0,47,52.01,47,24.7,24.7,0,1
1/2/2022,13:00:00,19.8,48.7,51.69,0,0,0,1,0,46.9,51.79,47,23.9,23.9,0,1
1/2/2022,14:00:00,20.81,48.68,51.83,0,0,0,1,0,46.9,51.71,47,24.9,24.9,0,1
1/2/2022,15:00:00,21.83,48.66,51.94,0,0,0,1,0,46.9,51.86,47,25,25,0,1
1/2/2022,16:00:00,20.82,48.88,52.19,0,0,0,1,0,47.1,52.02,47,25,25,0,1
1/2/2022,17:00:00,20.82,48.77,51.96,0,0,0,1,0,47,51.89,47,24.3,24.3,0,1
1/2/2022,18:00:00,19.82,48.7,52.17,0,0,0,1,0,47,51.87,47,23.6,23.6,0,1
1/2/2022,19:00:00,18.82,48.7,51.87,0,0,0,1,0,47,51.82,47,22.9,22.9,0,1
1/2/2022,20:00:00,17.8,48.54,51.42,0,0,0,0,0,47,52.25,47,20,20,0,0
1/2/2022,21:00:00,15.85,49.8,51.94,0,0,0,0,0,48.1,53.82,47,20,20,0,0
1/2/2022,22:00:00,14.76,52.57,53.02,0,0,0,0,0,50.5,55.17,47,20,20,0,0
1/2/2022,23:00:00,13.76,54.73,54.28,0,0,0,0,0,52.2,56.36,47,20,20,0,0
1/3/2022,00:00:00,12.75,56.87,55.77,0,0,0,0,0,53.2,57.42,47,20,20,0,0
1/3/2022,01:00:00,12.75,58.74,57.3,0,0,0,0,0,53.9,58.57,47,20,20,0,0
1/3/2022,02:00:00,11.74,60.4,58.85,0,0,0,0,0,54.3,59.49,47,20,20,0,0
1/3/2022,03:00:00,10.73,61.8,60.15,0,0,0,0,0,54.8,60.5,47,20,20,0,0
1/3/2022,04:00:00,9.72,63.19,61.46,0,0,0,0,0,55.1,61.35,47,20,20,0,0
1/3/2022,05:00:00,9.72,65.19,62.61,0,0,0,0,0,55.5,62.25,47,20,20,0,0
1/3/2022,06:00:00,8.71,66.41,63.73,0,0,0,0,0,55.9,62.97,47,20,20,0,0
1/3/2022,07:00:00,8.71,67.64,64.67,0,0,0,0,0,56.2,63.76,47,20,20,0,0
1/3/2022,08:00:00,7.71,68.99,65.46,0,0,0,0,0,56.5,64.48,47,20,20,0,0
1/3/2022,09:00:00,7.71,49.22,52.89,0,0,0,0,1,47.1,52.42,47,20.4,20.4,0,0
1/3/2022,10:00:00,9.76,48.5,51.94,0,0,0,0,1,46.6,51.66,47,20,20,0,0
1/3/2022,11:00:00,12.77,48.36,51.56,0,0,0,0,1,46.6,51.4,47,20,20,0,0
1/3/2022,12:00:00,15.8,48.61,51.8,0,0,0,0,1,46.9,51.69,47,22.3,22.3,0,0
1/3/2022,13:00:00,17.84,48.81,52.03,0,0,0,0,1,47.1,51.81,47,24.2,24.2,0,0
1/3/2022,14:00:00,21.9,48.72,51.65,0,0,0,0,1,47.1,51.61,47,23.2,23.2,0,0
1/3/2022,15:00:00,20.9,48.66,52.05,0,0,0,0,1,47,51.73,47,23.3,23.3,0,0
1/3/2022,16:00:00,21.9,48.75,52.3,0,0,0,0,1,46.8,51.92,47,25.7,25.7,0,0
1/3/2022,17:00:00,20.88,48.74,52.16,0,0,0,0,1,46.9,51.94,47,25,25,0,0
1/3/2022,18:00:00,19.85,48.77,51.99,0,0,0,0,1,47.1,51.86,47,23.3,23.3,0,0
1/3/2022,19:00:00,19.85,48.84,52.08,0,0,0,0,1,47.2,51.85,47,23.5,23.5,0,0
1/3/2022,20:00:00,19.85,48.77,52.05,0,0,0,0,0,47,52.42,47,20,20,0,0
1/3/2022,21:00:00,19.85,49.13,53.69,0,0,0,0,0,48,54.02,47,20,20,0,0
1/3/2022,22:00:00,19.85,49.6,57.68,0,0,0,0,0,49.9,55.35,47,20,20,0,0
1/3/2022,23:00:00,19.85,50.1,61.37,0,0,0,0,0,51.1,56.59,47,20,20,0,0
1/4/2022,00:00:00,19.85,50.7,64.16,0,0,0,0,0,51.8,57.7,47,20,20,0,0
1/4/2022,01:00:00,19.85,51.58,66.86,0,0,0,0,0,52.3,58.82,47,20,20,0,0
1/4/2022,02:00:00,21.86,52.77,69.11,0,0,0,0,0,52.8,59.87,47,20,20,0,0
1/4/2022,03:00:00,22.91,54.01,70.68,0,0,0,0,0,53.1,60.76,47,20,20,0,0
1/4/2022,04:00:00,22.91,55.22,72.19,0,0,0,0,0,53.3,61.7,47,20,20,0,0
1/4/2022,05:00:00,22.91,56.53,73.38,0,0,0,0,0,53.5,62.52,47,20,20,0,0
1/4/2022,06:00:00,22.91,57.81,74.37,0,0,0,0,0,53.7,63.24,47,20,20,0,0
1/4/2022,07:00:00,22.91,58.96,75.27,0,0,0,0,0,54,64.02,47,20,20,0,0
1/4/2022,08:00:00,22.91,59.01,62.6,0,0,1,0,0,55.7,63.08,47,33,33,1,0
1/4/2022,09:00:00,22.91,49.17,52.95,0,0,1,0,0,46.9,52.45,47,29,29,1,0
1/4/2022,10:00:00,24.94,48.66,51.89,0,0,1,0,0,46.8,51.86,47,28.1,28.1,1,0
1/4/2022,11:00:00,26.97,48.81,51.89,0,0,1,0,0,47.1,51.82,47,29.1,29.1,1,0
1/4/2022,12:00:00,30.02,48.97,52.23,0,0,1,0,0,47,52.02,47,31.7,31.7,1,0
1/4/2022,13:00:00,34.08,48.77,51.94,0,0,1,0,0,47.2,52.01,47,34.2,34.2,1,0
1/4/2022,14:00:00,36.08,48.88,52.52,0,0,1,0,0,46.8,52.04,47,36.1,36.1,1,0
1/4/2022,15:00:00,37.11,48.92,52.62,0,0,1,0,0,47,52.17,47,37.9,37.9,1,0
1/4/2022,16:00:00,36.11,48.92,52.34,0,0,1,0,0,47.1,52.03,47,35.3,35.3,1,0
1/4/2022,17:00:00,34.1,48.83,52.34,0,0,1,0,0,46.9,52.03,47,36.2,36.2,1,0
1/4/2022,18:00:00,34.1,48.86,52.25,0,0,1,0,0,47,52.04,47,34.3,34.3,1,0
1/4/2022,19:00:00,33.1,48.99,52.61,0,0,1,0,0,47,52.24,47,34.4,34.4,1,0
1/4/2022,20:00:00,33.1,49.17,52.53,0,0,0,0,0,47.1,52.77,47,20,20,0,0
1/4/2022,21:00:00,33.1,49.51,53.83,0,0,0,0,0,48.1,54.29,47,20,20,0,0
1/4/2022,22:00:00,33.1,49.87,58.56,0,0,0,0,0,48.9,55.71,47,20,20,0,0
1/4/2022,23:00:00,33.1,50.36,61.95,0,0,0,0,0,49.5,56.85,47,20,20,0,0
1/5/2022,00:00:00,33.1,50.95,64.94,0,0,0,0,0,49.6,57.92,47,20,20,0,0
1/5/2022,01:00:00,33.1,51.83,67.53,0,0,0,0,0,49.9,58.94,47,20,20,0,0
1/5/2022,02:00:00,34.1,52.95,69.8,0,0,0,0,0,50.2,59.88,47,20,20,0,0
1/5/2022,03:00:00,34.1,54.14,71.22,0,0,0,0,0,50.6,60.81,47,20,20,0,0
1/5/2022,04:00:00,34.1,55.4,72.62,0,0,0,0,0,50.8,61.71,47,20,20,0,0
1/5/2022,05:00:00,35.1,56.78,73.81,0,0,0,0,0,51,62.49,47,20,20,0,0
1/5/2022,06:00:00,38.2,58.1,75.21,0,0,0,0,0,51.2,63.19,47,20,20,0,0
1/5/2022,07:00:00,38.2,59.34,76.08,0,0,0,0,0,51.2,63.89,47,20,20,0,0
1/5/2022,08:00:00,38.2,60.45,76.69,0,0,0,0,0,51.3,64.56,47,20,20,0,0
1/5/2022,09:00:00,39.21,50.07,55.25,0,0,0,1,0,46.7,54.01,47,62.2,62.2,0,1
1/5/2022,10:00:00,39.21,49.1,52.61,0,0,0,1,0,47,52.34,47,43.4,43.4,0,1
1/5/2022,11:00:00,38.21,48.75,52.07,0,0,0,1,0,46.9,52.03,47,41.5,41.5,0,1
1/5/2022,12:00:00,38.21,48.97,52.37,0,0,0,1,0,47,52.27,47,43.2,43.2,0,1
1/5/2022,13:00:00,38.21,49.04,52.79,0,0,0,1,0,47,52.44,47,45,45,0,1
1/5/2022,14:00:00,37.21,48.86,52.44,0,0,0,1,0,46.8,52.24,47,44.1,44.1,0,1
1/5/2022,15:00:00,36.21,48.88,52.32,0,0,0,1,0,47,52.23,47,40.8,40.8,0,1
1/5/2022,16:00:00,37.21,48.92,52.25,0,0,0,1,0,47.1,52.19,47,41.5,41.5,0,1
1/5/2022,17:00:00,34.16,48.93,52.44,0,0,0,1,0,46.9,52.25,47,36.5,36.5,0,1
1/5/2022,18:00:00,33.15,49.04,52.34,0,0,0,1,0,47,52.28,47,36.4,36.4,0,1
1/5/2022,19:00:00,31.14,48.95,52.25,0,0,0,0,0,47.2,52.75,47,20,20,0,0
1/5/2022,20:00:00,30.13,50.14,52.75,0,0,0,0,0,48,54.22,47,20,20,0,0
1/5/2022,21:00:00,28.11,52.68,54.23,0,0,0,0,0,49.1,55.52,47,20,20,0,0
1/5/2022,22:00:00,27.11,55.23,56.58,0,0,0,0,0,49.9,56.66,47,20,20,0,0
1/5/2022,23:00:00,25.08,56.96,59.1,0,0,0,0,0,50.5,57.58,47,20,20,0,0
1/6/2022,00:00:00,23.08,59.23,61.07,0,0,0,0,0,51.1,58.52,47,20,20,0,0
1/6/2022,01:00:00,22.05,61.26,62.69,0,0,0,0,0,51.7,59.45,47,20,20,0,0
1/6/2022,02:00:00,21.02,62.92,63.95,0,0,0,0,0,52.3,60.34,47,20,20,0,0
1/6/2022,03:00:00,21.02,64.45,65.06,0,0,0,0,0,52.7,61.15,47,20,20,0,0
1/6/2022,04:00:00,20.02,66.2,66.07,0,0,0,0,0,53.1,61.9,47,20,20,0,0
1/6/2022,05:00:00,20.02,67.51,66.9,0,0,0,0,0,53.4,62.57,47,20,20,0,0
1/6/2022,06:00:00,20.02,69.27,67.51,0,0,0,0,0,53.8,63.24,47,20,20,0,0
1/6/2022,07:00:00,19,70.71,67.94,0,0,0,0,0,54,63.94,47,20,20,0,0
1/6/2022,08:00:00,20.02,50.28,56.08,0,0,0,0,1,46.6,54.26,47,37.4,37.4,1,0
1/6/2022,09:00:00,20.02,49.02,52.5,0,0,0,0,1,47.1,52.22,47,26.3,26.3,1,0
1/6/2022,10:00:00,22.02,48.72,51.9,0,0,0,0,1,47,51.82,47,24.6,24.6,1,0
1/6/2022,11:00:00,24.07,48.68,51.87,0,0,0,0,1,47,51.77,47,26,26,1,0
1/6/2022,12:00:00,25.07,48.66,51.87,0,0,0,0,1,47,51.86,47,26.6,26.6,1,0
1/6/2022,13:00:00,26.08,48.74,51.89,0,0,0,0,1,47.2,51.78,47,27.6,27.6,1,0
1/6/2022,14:00:00,27.1,48.65,51.85,0,0,0,0,1,47,51.74,47,27.4,27.4,1,0
1/6/2022,15:00:00,26.09,48.86,52.03,0,0,0,0,1,47.1,52.03,47,27.6,27.6,1,0
1/6/2022,16:00:00,25.08,48.61,51.92,0,0,0,0,1,47,51.73,47,25.8,25.8,1,0
1/6/2022,17:00:00,25.08,48.83,52.07,0,0,0,0,1,46.8,52.02,47,27.8,27.8,1,0
1/6/2022,18:00:00,24.08,48.61,51.71,0,0,0,0,1,46.9,51.68,47,25.1,25.1,1,0
1/6/2022,19:00:00,23.04,48.92,52.28,0,0,0,0,0,47.2,52.82,47,20,20,0,0
1/6/2022,20:00:00,23.04,49.92,52.82,0,0,0,0,0,48.4,54.5,47,20,20,0,0
1/6/2022,21:00:00,23.04,52.37,54.33,0,0,0,0,0,49.9,55.71,47,20,20,0,0
1/6/2022,22:00:00,23.04,54.69,56.67,0,0,0,0,0,50.9,56.93,47,20,20,0,0
1/6/2022,23:00:00,23.04,56.6,58.82,0,0,0,0,0,51.6,58.04,47,20,20,0,0
1/7/2022,00:00:00,23.04,58.89,60.47,0,0,0,0,0,52.1,59.04,47,20,20,0,0
1/7/2022,01:00:00,23.04,60.78,61.88,0,0,0,0,0,52.4,60.02,47,20,20,0,0
1/7/2022,02:00:00,22.02,62.6,63.1,0,0,0,0,0,52.8,60.94,47,20,20,0,0
1/7/2022,03:00:00,22.02,64.04,64.11,0,0,0,0,0,53.1,61.72,47,20,20,0,0
1/7/2022,04:00:00,21.02,65.44,64.97,0,0,0,0,0,53.5,62.54,47,20,20,0,0
1/7/2022,05:00:00,17.99,66.93,65.73,0,0,0,0,0,53.8,63.35,47,20,20,0,0
1/7/2022,06:00:00,15.97,68.75,66.38,0,0,0,0,0,54.2,64.04,47,20,20,0,0
1/7/2022,07:00:00,14.97,70.23,66.92,0,0,0,0,0,54.5,64.74,47,20,20,0,0
1/7/2022,08:00:00,13.97,52.25,58.15,0,0,1,0,0,48.7,56.51,47,33,33,0,1
1/7/2022,09:00:00,13.97,49.02,52.52,0,0,1,0,0,47.2,52.19,47,23.4,23.4,0,1
1/7/2022,10:00:00,14.98,48.59,51.49,0,0,1,0,0,47.1,51.47,47,21.8,21.8,0,1
1/7/2022,11:00:00,16.99,48.56,51.51,0,0,1,0,0,47,51.47,47,21.8,21.8,0,1
1/7/2022,12:00:00,17.99,48.65,51.87,0,0,1,0,0,47,51.68,47,23.5,23.5,0,1
1/7/2022,13:00:00,17.99,48.7,51.92,0,0,1,0,0,47,51.73,47,25,25,0,1
1/7/2022,14:00:00,19,48.61,51.71,0,0,1,0,0,46.9,51.55,47,24.2,24.2,0,1
1/7/2022,15:00:00,19,48.7,51.94,0,0,1,0,0,46.9,51.76,47,25.3,25.3,0,1
1/7/2022,16:00:00,19,48.68,51.94,0,0,1,0,0,46.9,51.69,47,23.8,23.8,0,1
1/7/2022,17:00:00,17,48.7,51.96,0,0,1,0,0,46.9,51.76,47,23.1,23.1,0,1
1/7/2022,18:00:00,15.98,48.59,51.76,0,0,1,0,0,46.9,51.56,47,21.4,21.4,0,1
1/7/2022,19:00:00,15.98,48.75,52.12,0,0,0,0,0,46.9,52.15,47,20,20,0,0
1/7/2022,20:00:00,14.98,49.02,53.04,0,0,0,0,0,47.8,53.79,47,20,20,0,0
1/7/2022,21:00:00,13.98,49.4,56.55,0,0,0,0,0,50,55.09,47,20,20,0,0
1/7/2022,22:00:00,12.98,49.82,60.9,0,0,0,0,0,51.5,56.2,47,20,20,0,0
1/7/2022,23:00:00,12.98,50.27,63.75,0,0,0,0,0,52.4,57.26,47,20,20,0,0
1/8/2022,00:00:00,11.96,51.04,65.73,0,0,0,0,0,53,58.03,47,20,20,0,0
1/8/2022,01:00:00,10.96,52.03,68.23,0,0,0,0,0,53.4,59.31,47,20,20,0,0
1/8/2022,02:00:00,8.94,53.09,69.56,0,0,0,0,0,53.8,60.19,47,20,20,0,0
1/8/2022,03:00:00,8.94,54.37,71,0,0,0,0,0,54.2,61.03,47,20,20,0,0
1/8/2022,04:00:00,7.94,55.72,72.41,0,0,0,0,0,54.6,61.88,47,20,20,0,0
1/8/2022,05:00:00,7.94,56.98,73.34,0,0,0,0,0,54.9,62.61,47,20,20,0,0
1/8/2022,06:00:00,7.94,58.08,74.21,0,0,0,0,0,55.2,63.29,47,20,20,0,0
1/8/2022,07:00:00,7.94,59.1,75.18,0,0,0,0,0,55.5,63.94,47,20,20,0,0
1/8/2022,08:00:00,8.94,64.36,72.42,0,0,1,0,0,55.8,65.63,47,33,33,1,0
1/8/2022,09:00:00,10.98,48.99,52.34,0,0,1,0,0,47,52.02,47,21.7,21.7,1,0
1/8/2022,10:00:00,16.02,48.45,51.29,0,0,1,0,0,46.9,51.3,47,22.2,22.2,1,0
1/8/2022,11:00:00,20.04,48.48,51.33,0,0,1,0,0,46.9,51.26,47,24.3,24.3,1,0
1/8/2022,12:00:00,23.05,48.61,51.78,0,0,1,0,0,47,51.57,47,25.9,25.9,1,0
1/8/2022,13:00:00,24.05,48.77,51.85,0,0,1,0,0,47.1,51.69,47,29.4,29.4,1,0
1/8/2022,14:00:00,25.06,48.68,52.01,0,0,1,0,0,47.1,51.66,47,26.7,26.7,1,0
1/8/2022,15:00:00,28.09,48.79,52.03,0,0,1,0,0,47.3,51.81,47,30.6,30.6,1,0
1/8/2022,16:00:00,28.09,48.74,52.17,0,0,1,0,0,47.1,51.9,47,30.8,30.8,1,0
1/8/2022,17:00:00,28.1,48.77,52.26,0,0,1,0,0,47.1,51.9,47,29.2,29.2,1,0
1/8/2022,18:00:00,28.1,48.77,52.17,0,0,1,0,0,47.1,51.96,47,30.9,30.9,1,0
1/8/2022,19:00:00,29.1,52.39,52.97,0,0,0,0,0,46,50.64,47,20,20,0,0
1/8/2022,20:00:00,30.1,52.39,55.99,0,0,0,0,0,48.2,52.59,47,20,20,0,0
1/8/2022,21:00:00,30.1,52.82,60.33,0,0,0,0,0,49,54.19,47,20,20,0,0
1/8/2022,22:00:00,31.11,53.22,63.73,0,0,0,0,0,49.5,55.47,47,20,20,0,0
1/8/2022,23:00:00,32.11,53.72,66.54,0,0,0,0,0,49.9,56.62,47,20,20,0,0
1/9/2022,00:00:00,33.12,54.57,68.7,0,0,0,0,0,50.1,57.71,47,20,20,0,0
1/9/2022,01:00:00,33.12,55.59,70.28,0,0,0,0,0,50.4,58.8,47,20,20,0,0
1/9/2022,02:00:00,33.12,56.91,72.33,0,0,0,0,0,50.7,59.69,47,20,20,0,0
1/9/2022,03:00:00,34.13,58.26,73.34,0,0,0,0,0,51,60.67,47,20,20,0,0
1/9/2022,04:00:00,34.13,59.59,74.42,0,0,0,0,0,51.2,61.52,47,20,20,0,0
1/9/2022,05:00:00,34.13,60.69,75.18,0,0,0,0,0,51.3,62.32,47,20,20,0,0
1/9/2022,06:00:00,34.13,61.66,75.97,0,0,0,0,0,51.5,63.16,47,20,20,0,0
1/9/2022,07:00:00,36.13,62.49,76.83,0,0,0,0,0,51.5,63.81,47,20,20,0,0
1/9/2022,08:00:00,37.13,63.26,77.45,0,0,0,0,0,51.4,64.47,47,20,20,0,0
1/9/2022,09:00:00,38.14,63.91,77.84,0,0,0,0,0,51.2,65.17,47,20,20,0,0
1/9/2022,10:00:00,39.14,52.88,61.98,0,0,0,1,0,46.9,58.42,47,99.2,99.2,0,1
1/9/2022,11:00:00,39.14,49.24,53.15,0,0,0,1,0,46.9,52.63,47,48.1,48.1,0,1
1/9/2022,12:00:00,38.12,49.01,52.53,0,0,0,1,0,47,52.33,47,44.2,44.2,0,1
1/9/2022,13:00:00,36.11,49.01,52.3,0,0,0,1,0,47.1,52.2,47,41,41,0,1
1/9/2022,14:00:00,35.1,48.75,52.26,0,0,0,1,0,46.9,52.07,47,37,37,0,1
1/9/2022,15:00:00,34.1,48.7,52.21,0,0,0,1,0,46.9,52.03,47,35.3,35.3,0,1
1/9/2022,16:00:00,33.1,48.97,52.39,0,0,0,1,0,47.2,52.25,47,35,35,0,1
1/9/2022,17:00:00,32.1,48.9,52.43,0,0,0,1,0,47,52.15,47,33.3,33.3,0,1
1/9/2022,18:00:00,27.05,48.88,52.55,0,0,0,1,0,46.9,52.26,47,31,31,0,1
1/9/2022,19:00:00,25.02,50.27,52.43,0,0,0,1,0,49.9,52.79,47,20,20,0,1
1/9/2022,20:00:00,23.97,51.67,52.66,0,0,0,0,0,51.8,55.11,47,20,20,0,0
1/9/2022,21:00:00,22.95,53.4,53.16,0,0,0,0,0,52.1,56.42,47,20,20,0,0
1/9/2022,22:00:00,21.95,55.76,54.15,0,0,0,0,0,52.5,57.46,47,20,20,0,0
1/9/2022,23:00:00,20.95,57.79,55.43,0,0,0,0,0,53.1,58.39,47,20,20,0,0
1/10/2022,00:00:00,19.94,59.27,56.93,0,0,0,0,0,53.6,59.27,47,20,20,0,0
1/10/2022,01:00:00,17.9,60.89,58.53,0,0,0,0,0,53.9,60.09,47,20,20,0,0
1/10/2022,02:00:00,16.9,62.52,60.11,0,0,0,0,0,54.3,60.91,47,20,20,0,0
1/10/2022,03:00:00,16.9,63.93,61.5,0,0,0,0,0,54.7,61.61,47,20,20,0,0
1/10/2022,04:00:00,15.9,65.3,62.78,0,0,0,0,0,55,62.31,47,20,20,0,0
1/10/2022,05:00:00,15.9,66.7,63.93,0,0,0,0,0,55.2,62.99,47,20,20,0,0
1/10/2022,06:00:00,15.9,68.01,64.92,0,0,0,0,0,55.4,63.61,47,20,20,0,0
1/10/2022,07:00:00,15.9,69.38,65.75,0,0,0,0,0,55.6,64.2,47,20,20,0,0
1/10/2022,08:00:00,14.88,70.71,66.43,0,0,0,0,0,55.4,64.73,47,20,20,0,0
1/10/2022,09:00:00,15.89,49.11,52.82,0,0,0,0,1,46.9,52.33,47,26.8,26.8,1,0
1/10/2022,10:00:00,15.89,48.52,51.45,0,0,0,0,1,47,51.43,47,20.8,20.8,1,0
1/10/2022,11:00:00,16.89,48.57,51.62,0,0,0,0,1,46.9,51.53,47,22.6,22.6,1,0
1/10/2022,12:00:00,16.89,48.63,51.53,0,0,0,0,1,46.8,51.61,47,22.6,22.6,1,0
1/10/2022,13:00:00,16.89,48.54,51.81,0,0,0,0,1,46.9,51.64,47,22.5,22.5,1,0
1/10/2022,14:00:00,16.89,48.57,51.69,0,0,0,0,1,46.9,51.54,47,21.6,21.6,1,0
1/10/2022,15:00:00,16.86,48.57,51.72,0,0,0,0,1,46.8,51.6,47,24,24,1,0
1/10/2022,16:00:00,15.86,48.54,51.69,0,0,0,0,1,46.8,51.51,47,21.5,21.5,1,0
1/10/2022,17:00:00,14.83,48.61,51.47,0,0,0,0,1,47,51.42,47,21,21,1,0
1/10/2022,18:00:00,13.83,48.56,51.47,0,0,0,0,1,47,51.52,47,21.3,21.3,1,0
1/10/2022,19:00:00,13.83,48.63,51.72,0,0,0,0,0,47.3,51.78,47,20,20,0,0
1/10/2022,20:00:00,11.83,48.9,52.73,0,0,0,0,0,48.4,53.36,47,20,20,0,0
1/10/2022,21:00:00,10.81,49.29,56.12,0,0,0,0,0,50.7,54.77,47,20,20,0,0
1/10/2022,22:00:00,9.8,49.71,60.17,0,0,0,0,0,52.2,56.03,47,20,20,0,0
1/10/2022,23:00:00,5.76,50.14,63.03,0,0,0,0,0,53.3,57.14,47,20,20,0,0
1/11/2022,00:00:00,2.73,50.77,65.19,0,0,0,0,0,54.2,58.2,47,20,20,0,0
1/11/2022,01:00:00,-0.31,51.76,67.53,0,0,0,0,0,55,59.19,47,20,20,0,0
1/11/2022,02:00:00,-2.33,52.77,69.33,0,0,0,0,0,55.7,60.16,47,20,20,0,0
1/11/2022,03:00:00,-3.35,53.92,70.84,0,0,0,0,0,56.3,60.96,47,20,20,0,0
1/11/2022,04:00:00,-4.35,55.16,72.03,0,0,0,0,0,56.9,61.72,47,20,20,0,0
1/11/2022,05:00:00,-4.35,56.33,73.04,0,0,0,0,0,57.3,62.5,47,20,20,0,0
1/11/2022,06:00:00,-4.35,57.43,73.94,0,0,0,0,0,57.6,63.26,47,20,20,0,0
1/11/2022,07:00:00,-4.35,58.33,74.87,0,0,0,0,0,57.7,63.97,47,20,20,0,0
1/11/2022,08:00:00,-4.35,62.99,61.98,0,0,1,0,0,63,64.77,47,100,100,0,1
1/11/2022,09:00:00,-3.35,48.66,52.93,0,0,1,0,0,46.1,52.16,47,20,20,0,1
1/11/2022,10:00:00,-0.09,47.96,50.95,0,0,1,0,0,47.5,50.64,47,20,20,0,1
1/11/2022,11:00:00,4.29,47.93,51.09,0,0,1,0,0,46,51.01,47,20,20,0,1
1/11/2022,12:00:00,6.36,47.71,51.13,0,0,1,0,0,45.6,50.82,47,20,20,0,1
1/11/2022,13:00:00,8.36,48.57,50.97,0,0,1,0,0,48.1,51.01,47,20,20,0,1
1/11/2022,14:00:00,11.41,48.27,51.62,0,0,1,0,0,46.6,51.24,47,20,20,0,1
