DateTime,SQ1_CP1_DF_OAT,1CHWR
3/4/2022 20:00:00,30.61,58.21
3/4/2022 21:00:00,29.66,58.82
3/4/2022 22:00:00,29.02,59.11
3/4/2022 23:00:00,28.19,59.14
3/5/2022 0:00:00,28.5,59.32
3/5/2022 1:00:00,28.05,59.54
3/5/2022 2:00:00,27.59,59.76
3/5/2022 3:00:00,27.26,60.01
3/5/2022 4:00:00,28.58,60.33
3/5/2022 5:00:00,28.56,60.73
3/5/2022 6:00:00,29.46,61.16
3/5/2022 7:00:00,29.41,61.63
3/5/2022 8:00:00,30.75,62.31
3/5/2022 9:00:00,31.75,57.51
3/5/2022 10:00:00,33.06,55.78
3/5/2022 11:00:00,34.2,55.35
3/5/2022 12:00:00,35.02,55.56
3/5/2022 13:00:00,35.54,56.07
3/5/2022 14:00:00,TIME (2),TIME (2)
3/5/2022 15:00:00,34.6,56.88
3/5/2022 16:00:00,34.5,57.24
3/5/2022 17:00:00,34.45,56.91
3/5/2022 18:00:00,34.18,56.84
3/5/2022 19:00:00,34.14,56.12
3/5/2022 20:00:00,35.49,56.05
3/5/2022 21:00:00,35.77,54.86
3/5/2022 22:00:00,36.34,54.28
3/5/2022 23:00:00,36.87,54.1
3/6/2022 0:00:00,36.55,54.21
3/6/2022 1:00:00,35.92,54.43
3/6/2022 2:00:00,35.61,54.75
3/6/2022 3:00:00,36.02,55.36
3/6/2022 4:00:00,36.18,56.05
3/6/2022 5:00:00,36.56,56.75
3/6/2022 6:00:00,38.7,57.4
3/6/2022 7:00:00,45.88,58.19
3/6/2022 8:00:00,54.51,59.16
3/6/2022 9:00:00,57.86,60.39
3/6/2022 10:00:00,60.19,64.74
3/6/2022 11:00:00,61.09,66.07
3/6/2022 12:00:00,61.24,66.79
3/6/2022 13:00:00,62.6,67.26
3/6/2022 14:00:00,56.31,TIME (4)
3/6/2022 15:00:00,54.3,65.28
3/6/2022 16:00:00,50.91,64.13
3/6/2022 17:00:00,44.82,62.62
3/6/2022 18:00:00,41.32,62.58
3/6/2022 19:00:00,40.45,61.75
3/6/2022 20:00:00,40.18,61.97
3/6/2022 21:00:00,40.14,61.92
3/6/2022 22:00:00,39.22,61.88
3/6/2022 23:00:00,38.68,61.92
3/7/2022 0:00:00,38.51,62.31
3/7/2022 1:00:00,37.67,62.74
3/7/2022 2:00:00,37.34,63.21
3/7/2022 3:00:00,36.69,63.61
3/7/2022 4:00:00,36.96,63.93
3/7/2022 5:00:00,36.34,64.29
3/7/2022 6:00:00,36.4,64.58
3/7/2022 7:00:00,35.61,64.94
3/7/2022 8:00:00,35.2,65.21
3/7/2022 9:00:00,34.4,62.15
3/7/2022 10:00:00,34.14,58.78
3/7/2022 11:00:00,33.54,58.12
3/7/2022 12:00:00,33.22,57.79
3/7/2022 13:00:00,33.47,57.65
3/7/2022 14:00:00,33.72,57.43
3/7/2022 15:00:00,33.97,57
3/7/2022 16:00:00,33.19,56.71
3/7/2022 17:00:00,33,56.17
3/7/2022 18:00:00,33.53,56.1
3/7/2022 19:00:00,32.52,55.38
3/7/2022 20:00:00,32.16,55.33
3/7/2022 21:00:00,31.68,55.44
3/7/2022 22:00:00,31.59,55.47
3/7/2022 23:00:00,30.71,55.33
3/8/2022 0:00:00,30.19,55.29
3/8/2022 1:00:00,29.39,55.38
3/8/2022 2:00:00,27.7,55.65
3/8/2022 3:00:00,27.33,56.08
3/8/2022 4:00:00,27.25,56.59
3/8/2022 5:00:00,28.2,57.15
3/8/2022 6:00:00,27.51,57.69
3/8/2022 7:00:00,26.64,58.17
3/8/2022 8:00:00,26.68,58.57
3/8/2022 9:00:00,27.57,57.87
3/8/2022 10:00:00,29.77,56.03
3/8/2022 11:00:00,31.49,55.53
3/8/2022 12:00:00,32.52,56.03
3/8/2022 13:00:00,34.56,56.39
3/8/2022 14:00:00,35.22,56.57
3/8/2022 15:00:00,34.78,56.53
3/8/2022 16:00:00,35.43,56.75
3/8/2022 17:00:00,35.02,56.71
3/8/2022 18:00:00,34.08,56.57
3/8/2022 19:00:00,33.41,55.96
3/8/2022 20:00:00,33.11,56.14
3/8/2022 21:00:00,32.07,55.02
3/8/2022 22:00:00,31.99,54.55
3/8/2022 23:00:00,31.68,54.46
3/9/2022 0:00:00,31.07,54.59
3/9/2022 1:00:00,30.67,55.02
3/9/2022 2:00:00,30.4,55.56
3/9/2022 3:00:00,30.5,56.21
3/9/2022 4:00:00,28.59,56.71
3/9/2022 5:00:00,29.91,57.47
3/9/2022 6:00:00,31.48,58.08
3/9/2022 7:00:00,31.79,58.69
3/9/2022 8:00:00,32.36,59.31
3/9/2022 9:00:00,32.86,59.16
3/9/2022 10:00:00,34.44,56.53
3/9/2022 11:00:00,35.43,56.28
3/9/2022 12:00:00,36.6,56.5
3/9/2022 13:00:00,37.79,56.68
3/9/2022 14:00:00,39.1,57.02
3/9/2022 15:00:00,41.13,57.34
3/9/2022 16:00:00,42.59,57.88
3/9/2022 17:00:00,41.8,58.55
3/9/2022 18:00:00,40.99,58.73
3/9/2022 19:00:00,39.19,58.01
3/9/2022 20:00:00,38.62,57.83
3/9/2022 21:00:00,36.75,58.12
3/9/2022 22:00:00,35.6,58.12
3/9/2022 23:00:00,35.52,58.12
3/10/2022 0:00:00,35.02,58.15
3/10/2022 1:00:00,33.2,58.3
3/10/2022 2:00:00,32.2,58.62
3/10/2022 3:00:00,31.54,59.09
3/10/2022 4:00:00,30.61,59.54
3/10/2022 5:00:00,30.02,60.04
3/10/2022 6:00:00,29.62,60.55
3/10/2022 7:00:00,28.55,61.05
3/10/2022 8:00:00,29.88,62.56
3/10/2022 9:00:00,30.98,58.01
3/10/2022 10:00:00,32.18,56.08
3/10/2022 11:00:00,34.03,55.69
3/10/2022 12:00:00,35.22,55.98
3/10/2022 13:00:00,37.67,56.41
3/10/2022 14:00:00,37.6,56.73
3/10/2022 15:00:00,38.07,56.79
3/10/2022 16:00:00,40.02,57
3/10/2022 17:00:00,38.37,57
3/10/2022 18:00:00,36.95,56.77
3/10/2022 19:00:00,35.18,56.44
3/10/2022 20:00:00,33.93,56.77
3/10/2022 21:00:00,30.17,56.73
3/10/2022 22:00:00,29.36,56.66
3/10/2022 23:00:00,28.88,56.55
3/11/2022 0:00:00,29.28,56.59
3/11/2022 1:00:00,28.14,56.7
3/11/2022 2:00:00,27.33,57.06
3/11/2022 3:00:00,27.06,57.49
3/11/2022 4:00:00,26.86,58.03
3/11/2022 5:00:00,26.71,58.57
3/11/2022 6:00:00,26.71,59.11
3/11/2022 7:00:00,26.6,59.58
3/11/2022 8:00:00,26.92,60.04
3/11/2022 9:00:00,27.43,56.17
3/11/2022 10:00:00,28.8,54.95
3/11/2022 11:00:00,30.07,54.63
3/11/2022 12:00:00,30.48,54.73
3/11/2022 13:00:00,30.65,54.88
3/11/2022 14:00:00,31.08,55.13
3/11/2022 15:00:00,31.4,55.02
3/11/2022 16:00:00,31.43,55.2
3/11/2022 17:00:00,31.28,55.89
3/11/2022 18:00:00,31.04,55.44
3/11/2022 19:00:00,31.49,54.9
3/11/2022 20:00:00,31.08,55.29
3/11/2022 21:00:00,29.54,54.25
3/11/2022 22:00:00,28.26,53.82
3/11/2022 23:00:00,26.69,53.67
3/12/2022 0:00:00,26.17,53.74
3/12/2022 1:00:00,26.53,54.21
3/12/2022 2:00:00,26.7,54.81
3/12/2022 3:00:00,25.83,55.53
3/12/2022 4:00:00,23.64,56.17
3/12/2022 5:00:00,22.86,56.82
3/12/2022 6:00:00,20.9,57.42
3/12/2022 7:00:00,19.54,57.9
3/12/2022 8:00:00,19.25,57.51
3/12/2022 9:00:00,19.1,53.6
3/12/2022 10:00:00,20.69,54.1
3/12/2022 11:00:00,22.96,54.28
3/12/2022 12:00:00,21.02,55.4
3/12/2022 13:00:00,24.37,56.53
3/12/2022 14:00:00,22.57,57.4
3/12/2022 15:00:00,22.01,57.69
3/12/2022 16:00:00,20.51,57.87
3/12/2022 17:00:00,19.31,58.59
3/12/2022 18:00:00,18.74,58.59
3/12/2022 19:00:00,18.83,58.17
3/12/2022 20:00:00,17.04,58.24
3/12/2022 21:00:00,16.31,58.64
3/12/2022 22:00:00,16.52,58.78
3/12/2022 23:00:00,17.58,58.78
3/13/2022 0:00:00,16.32,58.96
3/13/2022 1:00:00,15.95,59.18
3/13/2022 3:00:00,17.14,TIME (3600)
3/13/2022 4:00:00,16.86,59.58
3/13/2022 5:00:00,16.57,60.04
3/13/2022 6:00:00,15.97,60.44
3/13/2022 7:00:00,14.99,60.89
3/13/2022 8:00:00,14.81,61.29
3/13/2022 9:00:00,15.4,61.65
3/13/2022 10:00:00,18.01,58.39
3/13/2022 11:00:00,21.39,54.18
3/13/2022 12:00:00,23.98,54.28
3/13/2022 13:00:00,24.66,54.79
3/13/2022 14:00:00,26.07,55.71
3/13/2022 15:00:00,26.55,55.24
3/13/2022 16:00:00,27.54,55.74
3/13/2022 17:00:00,27.54,56.41
3/13/2022 18:00:00,28.04,56.52
3/13/2022 19:00:00,29.2,54.97
3/13/2022 20:00:00,29.83,55.9
3/13/2022 21:00:00,30.64,55.94
3/13/2022 22:00:00,30.88,55.81
3/13/2022 23:00:00,31.65,55.78
3/14/2022 0:00:00,32.53,55.92
3/14/2022 1:00:00,32.76,56.25
3/14/2022 2:00:00,33.12,TIME (0)
3/14/2022 3:00:00,31.9,57.47
3/14/2022 4:00:00,29.86,58.08
3/14/2022 5:00:00,29.26,58.62
3/14/2022 6:00:00,28.05,59.09
3/14/2022 7:00:00,26.82,59.58
3/14/2022 8:00:00,28.2,60.06
3/14/2022 9:00:00,29.23,56.03
3/14/2022 10:00:00,33.47,54.81
3/14/2022 11:00:00,37.31,55.49
3/14/2022 12:00:00,37.8,56.21
3/14/2022 13:00:00,40.17,57.43
3/14/2022 14:00:00,41.64,58.69
3/14/2022 15:00:00,41.5,59.38
3/14/2022 16:00:00,42.22,60.13
3/14/2022 17:00:00,43.65,60.75
3/14/2022 18:00:00,43.49,61.29
3/14/2022 19:00:00,43.26,60.89
3/14/2022 20:00:00,40.83,61.25
3/14/2022 21:00:00,39.11,59.56
3/14/2022 22:00:00,38.32,59.02
3/14/2022 23:00:00,37.62,58.98
3/15/2022 0:00:00,36.17,59.23
3/15/2022 1:00:00,35.49,59.67
3/15/2022 2:00:00,35.29,60.24
3/15/2022 3:00:00,35.14,60.85
3/15/2022 4:00:00,34.99,61.39
3/15/2022 5:00:00,34.45,62.22
3/15/2022 6:00:00,33.98,63.19
3/15/2022 7:00:00,34.21,63.81
3/15/2022 8:00:00,34.16,64.45
3/15/2022 9:00:00,33.8,61.41
3/15/2022 10:00:00,32.96,59.11
3/15/2022 11:00:00,32.62,58.44
3/15/2022 12:00:00,32.68,58.08
3/15/2022 13:00:00,33.02,58.23
3/15/2022 14:00:00,32.86,58.39
3/15/2022 15:00:00,32.44,58.08
3/15/2022 16:00:00,32.46,57.9
3/15/2022 17:00:00,32.9,57.58
3/15/2022 18:00:00,33.59,57.9
3/15/2022 19:00:00,33.72,57.29
3/15/2022 20:00:00,33.38,57.58
3/15/2022 21:00:00,34.09,57.9
3/15/2022 22:00:00,34.56,58.05
3/15/2022 23:00:00,33.88,58.01
3/16/2022 0:00:00,34.1,58.08
3/16/2022 1:00:00,33.53,58.24
3/16/2022 2:00:00,33.05,58.53
3/16/2022 3:00:00,31.9,58.89
3/16/2022 4:00:00,30.98,59.32
3/16/2022 5:00:00,31.19,59.86
3/16/2022 6:00:00,30.81,60.33
3/16/2022 7:00:00,30.2,60.87
3/16/2022 8:00:00,30.31,61.38
3/16/2022 9:00:00,30.62,59.4
3/16/2022 10:00:00,30.81,56.23
3/16/2022 11:00:00,31.61,55.85
3/16/2022 12:00:00,32.8,55.8
3/16/2022 13:00:00,33.99,56.3
3/16/2022 14:00:00,35.5,56.43
3/16/2022 15:00:00,35.87,57.18
3/16/2022 16:00:00,35.48,57.54
3/16/2022 17:00:00,34.72,57.58
3/16/2022 18:00:00,34.11,57.18
3/16/2022 19:00:00,34.35,56.43
3/16/2022 20:00:00,34.47,56.82
3/16/2022 21:00:00,34.04,56.79
3/16/2022 22:00:00,34.37,56.79
3/16/2022 23:00:00,34.68,56.64
3/17/2022 0:00:00,34.65,56.7
3/17/2022 1:00:00,34.4,56.88
3/17/2022 2:00:00,34.04,57.09
3/17/2022 3:00:00,33.87,57.45
3/17/2022 4:00:00,33.12,57.9
3/17/2022 5:00:00,33.04,58.44
3/17/2022 6:00:00,32.86,59.02
3/17/2022 7:00:00,33.17,59.67
3/17/2022 8:00:00,33.51,64.6
3/17/2022 9:00:00,33.57,58.26
3/17/2022 10:00:00,36.56,57.76
3/17/2022 11:00:00,40.09,58.77
3/17/2022 12:00:00,43.07,60.82
3/17/2022 13:00:00,47.91,61.9
3/17/2022 14:00:00,54.25,64.06
3/17/2022 15:00:00,59.68,65.97
3/17/2022 16:00:00,60.45,66.72
3/17/2022 17:00:00,61.9,67.14
3/17/2022 18:00:00,60.88,67.46
3/17/2022 19:00:00,59.37,67.06
3/17/2022 20:00:00,59.22,67.46
3/17/2022 21:00:00,62.21,66.67
3/17/2022 22:00:00,60.61,66.02
3/17/2022 23:00:00,57.35,65.98
3/18/2022 0:00:00,54.84,66.13
3/18/2022 1:00:00,54.2,66.42
3/18/2022 2:00:00,52.89,TIME (0)
3/18/2022 3:00:00,51.2,67.12
3/18/2022 4:00:00,50.76,67.37
3/18/2022 5:00:00,48.91,67.66
3/18/2022 6:00:00,47.81,67.84
3/18/2022 7:00:00,47.44,68.13
3/18/2022 8:00:00,47.86,68.7
3/18/2022 9:00:00,48.35,64.53
3/18/2022 10:00:00,48.57,63.73
3/18/2022 11:00:00,49.51,63.59
3/18/2022 12:00:00,52.92,64.15
3/18/2022 13:00:00,58.12,65.44
3/18/2022 14:00:00,57.23,66.09
3/18/2022 15:00:00,56.19,66.13
3/18/2022 16:00:00,54.82,65.66
3/18/2022 17:00:00,53.85,65.66
3/18/2022 18:00:00,53.48,65.48
3/18/2022 19:00:00,53.15,65.41
3/18/2022 20:00:00,50.09,65.19
3/18/2022 21:00:00,48.8,65.34
3/18/2022 22:00:00,49.4,65.34
3/18/2022 23:00:00,48.54,65.19
3/19/2022 0:00:00,47.95,65.23
3/19/2022 1:00:00,45.97,65.32
3/19/2022 2:00:00,45.14,65.44
3/19/2022 3:00:00,44.43,65.57
3/19/2022 4:00:00,42.58,65.71
3/19/2022 5:00:00,42.58,65.86
3/19/2022 6:00:00,42.74,66.04
3/19/2022 7:00:00,42.02,66.54
3/19/2022 8:00:00,40.87,59.18
3/19/2022 9:00:00,40.21,59.4
3/19/2022 10:00:00,40.08,60.04
3/19/2022 11:00:00,39.36,59.54
3/19/2022 12:00:00,39.97,59.63
3/19/2022 13:00:00,40.43,60.13
3/19/2022 14:00:00,40.99,60.48
3/19/2022 15:00:00,42.63,61.95
3/19/2022 16:00:00,43.91,63
3/19/2022 17:00:00,42.42,63.28
3/19/2022 18:00:00,42.54,63
3/19/2022 19:00:00,47.74,63.21
3/19/2022 20:00:00,47.87,64.36
3/19/2022 21:00:00,46.7,64.4
3/19/2022 22:00:00,45.76,64.62
3/19/2022 23:00:00,43.14,65.7
3/20/2022 0:00:00,40.92,66.99
3/20/2022 1:00:00,40.2,67.78
3/20/2022 2:00:00,40.43,68.32
3/20/2022 3:00:00,39.86,68.76
3/20/2022 4:00:00,39.24,69.26
3/20/2022 5:00:00,38.57,69.66
3/20/2022 6:00:00,38.14,69.98
3/20/2022 7:00:00,36.42,70.48
3/20/2022 8:00:00,37.06,70.88
3/20/2022 9:00:00,37.75,71.28
3/20/2022 10:00:00,38.57,62.29
3/20/2022 11:00:00,40.4,59.34
3/20/2022 12:00:00,43.62,58.91
3/20/2022 13:00:00,46.48,59.81
3/20/2022 14:00:00,49.69,60.28
3/20/2022 15:00:00,50.39,59.95
3/20/2022 16:00:00,52.35,60.17
3/20/2022 17:00:00,52.92,60.53
3/20/2022 18:00:00,51.96,60.57
3/20/2022 19:00:00,50.13,60.17
3/20/2022 20:00:00,47.7,60.1
3/20/2022 21:00:00,45.03,59.41
3/20/2022 22:00:00,42.54,60.69
3/20/2022 23:00:00,40.55,62.28
3/21/2022 0:00:00,38.9,63.5
3/21/2022 1:00:00,38.16,64.69
3/21/2022 2:00:00,37.17,65.52
3/21/2022 3:00:00,37.12,66.67
3/21/2022 4:00:00,36.74,67.5
3/21/2022 5:00:00,36.89,68.25
3/21/2022 6:00:00,37.27,68.83
3/21/2022 7:00:00,36.58,69.12
3/21/2022 8:00:00,36.39,69.55
3/21/2022 9:00:00,39.24,61.07
3/21/2022 10:00:00,43.3,58.08
3/21/2022 11:00:00,48.58,57.72
3/21/2022 12:00:00,52.24,58.78
3/21/2022 13:00:00,54.1,59.76
3/21/2022 14:00:00,54.85,60.94
3/21/2022 15:00:00,55.25,61.81
3/21/2022 16:00:00,54.48,61.92
3/21/2022 17:00:00,53.25,61.77
3/21/2022 18:00:00,50.82,61.48
3/21/2022 19:00:00,48.65,61.38
3/21/2022 20:00:00,43.38,60.62
3/21/2022 21:00:00,40.87,60.91
3/21/2022 22:00:00,39.03,61.02
3/21/2022 23:00:00,38.11,62.1
3/22/2022 0:00:00,37.76,64
3/22/2022 1:00:00,36.81,65.05
3/22/2022 2:00:00,35.17,66.02
3/22/2022 3:00:00,33.72,66.81
3/22/2022 4:00:00,32.78,67.68
3/22/2022 5:00:00,31.55,68
3/22/2022 6:00:00,30.96,68.65
3/22/2022 7:00:00,30.13,69.08
3/22/2022 8:00:00,30.17,69.55
3/22/2022 9:00:00,33.37,58.93
3/22/2022 10:00:00,35.49,54.5
3/22/2022 11:00:00,37.88,53.11
3/22/2022 12:00:00,40.19,54.91
3/22/2022 13:00:00,40.41,55.67
3/22/2022 14:00:00,40.51,56.07
3/22/2022 15:00:00,40.24,55.89
3/22/2022 16:00:00,40.17,55.99
3/22/2022 17:00:00,39.86,55.81
3/22/2022 18:00:00,40.28,55.71
3/22/2022 19:00:00,39.25,55.13
3/22/2022 20:00:00,38.37,54.84
3/22/2022 21:00:00,38.1,55.96
3/22/2022 22:00:00,38.56,56.03
3/22/2022 23:00:00,38.68,57.15
3/23/2022 0:00:00,39.11,59.49
3/23/2022 1:00:00,38.73,60.85
3/23/2022 2:00:00,37.32,62.08
3/23/2022 3:00:00,37,63.3
3/23/2022 4:00:00,37.13,64.35
3/23/2022 5:00:00,37.69,65.25
3/23/2022 6:00:00,38.3,66.18
3/23/2022 7:00:00,38.37,66.9
3/23/2022 8:00:00,36.25,67.41
3/23/2022 9:00:00,35.85,61.05
3/23/2022 10:00:00,35.39,56.93
3/23/2022 11:00:00,35.65,55.27
3/23/2022 12:00:00,38.32,55.71
3/23/2022 13:00:00,37,56.25
3/23/2022 14:00:00,36.92,56.39
3/23/2022 15:00:00,36.32,56.48
3/23/2022 16:00:00,35.62,56.12
3/23/2022 17:00:00,33.93,56.12
3/23/2022 18:00:00,34.41,55.98
3/23/2022 19:00:00,34.83,55.51
3/23/2022 20:00:00,35.54,55.74
3/23/2022 21:00:00,35.62,56.14
3/23/2022 22:00:00,36.43,56.21
3/23/2022 23:00:00,36.33,57.43
3/24/2022 0:00:00,36.53,59.88
3/24/2022 1:00:00,37.12,61.32
3/24/2022 2:00:00,37.79,62.73
3/24/2022 3:00:00,38.38,63.99
3/24/2022 4:00:00,39.21,65.14
3/24/2022 5:00:00,39.39,66.15
3/24/2022 6:00:00,39.63,67.05
3/24/2022 7:00:00,40.4,67.8
3/24/2022 8:00:00,40.33,68.38
3/24/2022 9:00:00,42.44,61.43
3/24/2022 10:00:00,47.86,60.78
3/24/2022 11:00:00,49.37,61.14
3/24/2022 12:00:00,50.45,62.08
3/24/2022 13:00:00,51.33,62.01
3/24/2022 14:00:00,50.82,62.11
3/24/2022 15:00:00,51.24,62.01
3/24/2022 16:00:00,50.61,61.75
3/24/2022 17:00:00,50.55,61.93
3/24/2022 18:00:00,49.68,61.79
3/24/2022 19:00:00,48.3,61.74
3/24/2022 20:00:00,47.68,61.63
3/24/2022 21:00:00,47.18,62.46
3/24/2022 22:00:00,46.27,62.42
3/24/2022 23:00:00,44.88,63.68
3/25/2022 0:00:00,44.19,65.62
3/25/2022 1:00:00,43.36,66.78
3/25/2022 2:00:00,41.86,67.86
3/25/2022 3:00:00,40.75,68.76
3/25/2022 4:00:00,40.92,69.64
3/25/2022 5:00:00,41.32,70.39
3/25/2022 6:00:00,41.91,71.04
3/25/2022 7:00:00,41.38,71.51
3/25/2022 8:00:00,41.44,71.83
3/25/2022 9:00:00,39.61,65.53
3/25/2022 10:00:00,39.11,61.54
3/25/2022 11:00:00,39.19,60.06
3/25/2022 12:00:00,40.57,59.67
3/25/2022 13:00:00,41.67,59.77
3/25/2022 14:00:00,42.15,59.86
3/25/2022 15:00:00,42.95,59.83
3/25/2022 16:00:00,42.13,59.76
3/25/2022 17:00:00,41.27,60.12
3/25/2022 18:00:00,40.65,60.15
3/25/2022 19:00:00,39.63,60.08
3/25/2022 20:00:00,40.09,60.62
3/25/2022 21:00:00,39.99,61.38
3/25/2022 22:00:00,38.9,61.81
3/25/2022 23:00:00,37.84,63.27
3/26/2022 0:00:00,38.23,64.81
3/26/2022 1:00:00,38.09,66.04
3/26/2022 2:00:00,37.27,TIME (0)
3/26/2022 3:00:00,38.3,67.98
3/26/2022 4:00:00,38.78,68.88
3/26/2022 5:00:00,38.56,69.62
3/26/2022 6:00:00,38.42,70.09
3/26/2022 7:00:00,38.58,70.74
3/26/2022 8:00:00,38.4,58.32
3/26/2022 9:00:00,39.1,57.45
3/26/2022 10:00:00,38.84,58.1
3/26/2022 11:00:00,39.09,58.14
3/26/2022 12:00:00,39.97,58.93
3/26/2022 13:00:00,40.77,59.58
3/26/2022 14:00:00,40.7,60.15
3/26/2022 15:00:00,42.33,60.69
3/26/2022 16:00:00,40.93,60.62
3/26/2022 17:00:00,40.18,60.15
3/26/2022 18:00:00,38.98,59.58
3/26/2022 19:00:00,38.1,58.57
3/26/2022 20:00:00,36.45,58.68
3/26/2022 21:00:00,34.96,57.52
3/26/2022 22:00:00,33.4,58.32
3/26/2022 23:00:00,32.55,60.76
3/27/2022 0:00:00,31.85,62.78
3/27/2022 1:00:00,30.48,64.29
3/27/2022 2:00:00,29.24,65.62
3/27/2022 3:00:00,28.66,66.85
3/27/2022 4:00:00,27.11,67.86
3/27/2022 5:00:00,26.65,68.79
3/27/2022 6:00:00,26.27,69.58
3/27/2022 7:00:00,25.87,70.23
3/27/2022 8:00:00,25.06,70.74
3/27/2022 9:00:00,23.12,71.13
3/27/2022 10:00:00,23.56,59.97
3/27/2022 11:00:00,23.61,56.41
3/27/2022 12:00:00,23.08,56.14
3/27/2022 13:00:00,22.96,56.5
3/27/2022 14:00:00,23.82,57.04
3/27/2022 15:00:00,24.8,57.33
3/27/2022 16:00:00,23.42,58.44
3/27/2022 17:00:00,22.43,58.37
3/27/2022 18:00:00,22.02,58.05
3/27/2022 19:00:00,19.35,57.97
3/27/2022 20:00:00,19.07,59.09
3/27/2022 21:00:00,18.4,59.41
3/27/2022 22:00:00,18.47,60.06
3/27/2022 23:00:00,18.37,61.03
3/28/2022 0:00:00,17.99,62.19
3/28/2022 1:00:00,17.51,63.37
3/28/2022 2:00:00,17.26,64.49
3/28/2022 3:00:00,16.55,65.43
3/28/2022 4:00:00,16.28,66.33
3/28/2022 5:00:00,14.19,67.08
3/28/2022 6:00:00,13.56,67.66
3/28/2022 7:00:00,12.89,68.13
3/28/2022 8:00:00,12.67,67.95
3/28/2022 9:00:00,13.19,57.42
3/28/2022 10:00:00,15.43,53.85
3/28/2022 11:00:00,16.03,53.35
3/28/2022 12:00:00,17.73,53.8
3/28/2022 13:00:00,19.24,54.48
3/28/2022 14:00:00,20.7,54.66
3/28/2022 15:00:00,22.26,54.99
3/28/2022 16:00:00,21.65,55.6
3/28/2022 17:00:00,23.17,55.71
3/28/2022 18:00:00,22.99,54.91
3/28/2022 19:00:00,22.17,54.81
3/28/2022 20:00:00,21.12,55.63
3/28/2022 21:00:00,20.7,55.81
3/28/2022 22:00:00,20.2,56.03
3/28/2022 23:00:00,19.54,57.11
3/29/2022 0:00:00,18.88,59.38
3/29/2022 1:00:00,18.77,60.67
3/29/2022 2:00:00,18.52,61.72
3/29/2022 3:00:00,18.65,62.73
3/29/2022 4:00:00,18.39,63.59
3/29/2022 5:00:00,18.31,64.42
3/29/2022 6:00:00,18.2,65.1
3/29/2022 7:00:00,18.71,65.53
3/29/2022 8:00:00,19.78,66.04
3/29/2022 9:00:00,23.29,58.6
3/29/2022 10:00:00,24.98,55.04
3/29/2022 11:00:00,26.59,54.68
3/29/2022 12:00:00,28.89,55
3/29/2022 13:00:00,30.14,55.26
3/29/2022 14:00:00,33.17,55.98
3/29/2022 15:00:00,34.25,56.73
3/29/2022 16:00:00,35.59,57.13
3/29/2022 17:00:00,35.54,57.42
3/29/2022 18:00:00,36.19,57.85
3/29/2022 19:00:00,35.52,57.29
3/29/2022 20:00:00,34.84,57.58
3/29/2022 21:00:00,32.76,56.35
3/29/2022 22:00:00,31.12,56.32
3/29/2022 23:00:00,29.62,58.44
3/30/2022 0:00:00,28.4,60.37
3/30/2022 1:00:00,28.06,61.84
3/30/2022 2:00:00,27.44,63.07
3/30/2022 3:00:00,27.16,64.15
3/30/2022 4:00:00,26.9,65.08
3/30/2022 5:00:00,27.77,65.73
3/30/2022 6:00:00,29.46,66.6
3/30/2022 7:00:00,30.28,66.99
3/30/2022 8:00:00,30.64,67.6
3/30/2022 9:00:00,31.45,58.59
3/30/2022 10:00:00,29.73,54.27
3/30/2022 11:00:00,30.29,53.62
3/30/2022 12:00:00,30.86,53.73
3/30/2022 13:00:00,32.03,54.23
3/30/2022 14:00:00,33.07,54.45
3/30/2022 15:00:00,33.43,54.14
3/30/2022 16:00:00,33.67,54.1
3/30/2022 17:00:00,34.84,54.32
3/30/2022 18:00:00,35.1,54.37
3/30/2022 19:00:00,34.89,53.94
3/30/2022 20:00:00,34.83,54.52
3/30/2022 21:00:00,35.75,54.84
3/30/2022 22:00:00,36.08,55.11
3/30/2022 23:00:00,36.17,56.26
3/31/2022 0:00:00,36.17,58.77
3/31/2022 1:00:00,36.44,60.13
3/31/2022 2:00:00,37.47,61.5
3/31/2022 3:00:00,38.16,62.69
3/31/2022 4:00:00,39.22,63.81
3/31/2022 5:00:00,41.35,64.85
3/31/2022 6:00:00,42.52,65.79
3/31/2022 7:00:00,43.42,66.58
3/31/2022 8:00:00,41.54,62.82
3/31/2022 9:00:00,47.02,59.95
3/31/2022 10:00:00,53.25,61.32
3/31/2022 11:00:00,63.91,66.15
3/31/2022 12:00:00,61.49,68.05
3/31/2022 13:00:00,61.49,68.13
3/31/2022 14:00:00,61.22,67.19
3/31/2022 15:00:00,61.44,66.33
3/31/2022 16:00:00,56.62,65.82
3/31/2022 17:00:00,51.62,64.09
3/31/2022 18:00:00,50.55,63.01
3/31/2022 19:00:00,49.2,62.22
3/31/2022 20:00:00,47.58,62.73
3/31/2022 21:00:00,45.45,62.62
3/31/2022 22:00:00,44.74,63.09
3/31/2022 23:00:00,42.15,65.03
4/1/2022 0:00:00,39.91,66.18
4/1/2022 1:00:00,38.74,67.15
4/1/2022 2:00:00,37.44,67.95
4/1/2022 3:00:00,37.07,68.63
4/1/2022 4:00:00,36.98,69.28
4/1/2022 5:00:00,36.29,69.75
4/1/2022 6:00:00,34.98,70.03
4/1/2022 7:00:00,34.09,70.39
4/1/2022 8:00:00,33.63,70.75
4/1/2022 9:00:00,34.24,62.78
4/1/2022 10:00:00,36.55,59.68
4/1/2022 11:00:00,36.98,59.11
4/1/2022 12:00:00,35.61,59.2
4/1/2022 13:00:00,37.08,58.96
